cryptic_name,junc_cat,name,paste_into_igv_junction,new_cate
C4orf36_donor_1,donor,C4orf36_donor_6,chr4:86888275-86890048,Early
C4orf36_donor_1,donor,C4orf36_donor_3,chr4:86888275-86890048,Early
C4orf36_donor_1,donor,C4orf36_donor_13,chr4:86888275-86890048,Early
CAMK2B_donor_1,donor,CAMK2B_donor_31,chr7:44220901-44222117,Intermediate
CAMK2B_donor_1,donor,CAMK2B_donor_34,chr7:44220901-44222117,Intermediate
CAMK2B_donor_1,donor,CAMK2B_donor_37,chr7:44220901-44222117,Intermediate
CAMK2B_donor_1,donor,CAMK2B_donor_40,chr7:44220901-44222117,Intermediate
CAMK2B_donor_1,donor,CAMK2B_donor_57,chr7:44220901-44222117,Intermediate
CAMKK2_donor_1,donor,CAMKK2_donor_19,chr12:121240869-121244573,Intermediate
CAMKK2_donor_1,donor,CAMKK2_donor_20,chr12:121240869-121244573,Intermediate
CAMKK2_donor_1,donor,CAMKK2_donor_10,chr12:121240869-121244573,Intermediate
CAMKK2_donor_1,donor,CAMKK2_donor_1,chr12:121240869-121244573,Intermediate
CAMKK2_donor_1,donor,CAMKK2_donor_2,chr12:121240869-121244573,Intermediate
CARD8_donor_1,donor,CARD8_donor_23,chr19:48241063-48246075,Late
CARD8_donor_1,donor,CARD8_donor_32,chr19:48241063-48246075,Late
CARD8_donor_1,donor,CARD8_donor_17,chr19:48241063-48246075,Late
CARD8_donor_1,donor,CARD8_donor_28,chr19:48241063-48246075,Late
CARD8_donor_1,donor,CARD8_donor_20,chr19:48241063-48246075,Late
CCDC188_donor_1,donor,CCDC188_donor_9,chr22:20149640-20149955,Early
CCDC188_donor_1,donor,CCDC188_donor_8,chr22:20149640-20149955,Early
CCDC188_donor_1,donor,CCDC188_donor_5,chr22:20149640-20149955,Early
CCDC188_donor_1,donor,CCDC188_donor_7,chr22:20149640-20149955,Early
CCDC188_donor_1,donor,CCDC188_donor_6,chr22:20149640-20149955,Early
CDK7_donor_1,donor,CDK7_donor_5,chr5:69261458-69262205,Late
CDK7_donor_1,donor,CDK7_donor_15,chr5:69261458-69262205,Late
CDK7_donor_1,donor,CDK7_donor_3,chr5:69261458-69262205,Late
CDK7_donor_1,donor,CDK7_donor_14,chr5:69261458-69262205,Late
CDK7_donor_1,donor,CDK7_donor_9,chr5:69261458-69262205,Late
CDO1_acceptor_1,acceptor,CDO1_acceptor_2,chr5:115813954-115816228,Early
CDO1_acceptor_1,acceptor,CDO1_acceptor_5,chr5:115813954-115816228,Early
CDO1_acceptor_1,acceptor,CDO1_acceptor_6,chr5:115813954-115816228,Early
CDO1_acceptor_1,acceptor,CDO1_acceptor_4,chr5:115813954-115816228,Early
CDO1_acceptor_1,acceptor,CDO1_acceptor_1,chr5:115813954-115816228,Early
CDO1_donor_1,donor,CDO1_donor_5,chr5:115813258-115813898,Early
CDO1_donor_1,donor,CDO1_donor_1,chr5:115813258-115813898,Early
CDO1_donor_1,donor,CDO1_donor_7,chr5:115813258-115813898,Early
CDO1_donor_1,donor,CDO1_donor_8,chr5:115813258-115813898,Early
CDO1_donor_1,donor,CDO1_donor_3,chr5:115813258-115813898,Early
CELF5_acceptor_1,acceptor,CELF5_acceptor_16,chr19:3286025-3286224,Late
CELF5_acceptor_1,acceptor,CELF5_acceptor_1,chr19:3286025-3286224,Late
CELF5_acceptor_1,acceptor,CELF5_acceptor_9,chr19:3286025-3286224,Late
CELF5_acceptor_1,acceptor,CELF5_acceptor_23,chr19:3286025-3286224,Late
CELF5_acceptor_1,acceptor,CELF5_acceptor_4,chr19:3286025-3286224,Late
CEP290_acceptor_2,acceptor,CEP290_acceptor_47,chr12:88086789-88087780,Late
CEP290_acceptor_1,acceptor,CEP290_acceptor_21,chr12:88086742-88087780,Late
CEP290_acceptor_1,acceptor,CEP290_acceptor_34,chr12:88086742-88087780,Late
CEP290_acceptor_1,acceptor,CEP290_acceptor_8,chr12:88086742-88087780,Late
CEP290_acceptor_1,acceptor,CEP290_acceptor_61,chr12:88086742-88087780,Late
CEP72_acceptor_1,acceptor,CEP72_acceptor_4,chr5:647916-648100,Early
CEP72_acceptor_1,acceptor,CEP72_acceptor_7,chr5:647916-648100,Early
CEP72_acceptor_1,acceptor,CEP72_acceptor_9,chr5:647916-648100,Early
CEP72_acceptor_1,acceptor,CEP72_acceptor_11,chr5:647916-648100,Early
CEP72_acceptor_1,acceptor,CEP72_acceptor_8,chr5:647916-648100,Early
CEP72_donor_1,donor,CEP72_donor_5,chr5:648223-652988,Early
CEP72_donor_1,donor,CEP72_donor_6,chr5:648223-652988,Early
CEP72_donor_1,donor,CEP72_donor_3,chr5:648223-652988,Early
CEP72_donor_1,donor,CEP72_donor_8,chr5:648223-652988,Early
CEP72_donor_1,donor,CEP72_donor_9,chr5:648223-652988,Early
CHGB_donor_1,donor,CHGB_donor_4,chr20:5912706-5914618,Late
CHGB_donor_1,donor,CHGB_donor_2,chr20:5912706-5914618,Late
CHGB_donor_2,donor,CHGB_donor_3,chr20:5912706-5916326,Late
CHGB_donor_2,donor,CHGB_donor_4,chr20:5912706-5916326,Late
CHGB_donor_2,donor,CHGB_donor_2,chr20:5912706-5916326,Late
CHID1_donor_1,donor,CHID1_donor_9,chr11:900980-902148,Late
CHID1_donor_1,donor,CHID1_donor_17,chr11:900980-902148,Late
CHID1_donor_1,donor,CHID1_donor_22,chr11:900980-902148,Late
CHID1_donor_1,donor,CHID1_donor_18,chr11:900980-902148,Late
CHID1_donor_1,donor,CHID1_donor_4,chr11:900980-902148,Late
CHRNB1_acceptor_1,acceptor,CHRNB1_acceptor_11,chr17:7446113-7446398,Intermediate
CHRNB1_acceptor_1,acceptor,CHRNB1_acceptor_9,chr17:7446113-7446398,Intermediate
CHRNB1_acceptor_1,acceptor,CHRNB1_acceptor_10,chr17:7446113-7446398,Intermediate
CHRNB1_acceptor_1,acceptor,CHRNB1_acceptor_13,chr17:7446113-7446398,Intermediate
CHRNB1_acceptor_1,acceptor,CHRNB1_acceptor_4,chr17:7446113-7446398,Intermediate
CLDN11_acceptor_1,acceptor,CLDN11_acceptor_13,chr3:170423327-170432279,Intermediate
CLDN11_acceptor_1,acceptor,CLDN11_acceptor_11,chr3:170423327-170432279,Intermediate
CLDN11_acceptor_1,acceptor,CLDN11_acceptor_10,chr3:170423327-170432279,Intermediate
CLDN11_acceptor_1,acceptor,CLDN11_acceptor_7,chr3:170423327-170432279,Intermediate
CLDN11_acceptor_1,acceptor,CLDN11_acceptor_6,chr3:170423327-170432279,Intermediate
CORO7-PAM16_acceptor_1,acceptor,CORO7-PAM16_acceptor_45,chr16:4367442-4387986,Early
CORO7-PAM16_acceptor_1,acceptor,CORO7-PAM16_acceptor_26,chr16:4367442-4387986,Early
CORO7-PAM16_acceptor_1,acceptor,CORO7-PAM16_acceptor_3,chr16:4367442-4387986,Early
CORO7-PAM16_acceptor_1,acceptor,CORO7-PAM16_acceptor_25,chr16:4367442-4387986,Early
CORO7-PAM16_acceptor_1,acceptor,CORO7-PAM16_acceptor_19,chr16:4367442-4387986,Early
DENND1B_acceptor_1,acceptor,DENND1B_acceptor_10,chr1:197560874-197583152,Late
DENND1B_acceptor_1,acceptor,DENND1B_acceptor_19,chr1:197560874-197583152,Late
DENND1B_acceptor_1,acceptor,DENND1B_acceptor_2,chr1:197560874-197583152,Late
DENND1B_acceptor_1,acceptor,DENND1B_acceptor_24,chr1:197560874-197583152,Late
DENND1B_acceptor_1,acceptor,DENND1B_acceptor_15,chr1:197560874-197583152,Late
DENND2B_acceptor_1,acceptor,DENND2B_acceptor_39,chr11:8780251-8811247,Early
DENND2B_acceptor_1,acceptor,DENND2B_acceptor_47,chr11:8780251-8811247,Early
DENND2B_acceptor_1,acceptor,DENND2B_acceptor_37,chr11:8780251-8811247,Early
DENND2B_acceptor_1,acceptor,DENND2B_acceptor_1,chr11:8780251-8811247,Early
DENND2B_acceptor_1,acceptor,DENND2B_acceptor_25,chr11:8780251-8811247,Early
DENND2B_donor_2,donor,DENND2B_donor_15,chr11:8750725-8780133,Early
DENND2B_donor_1,donor,DENND2B_donor_32,chr11:8750725-8776192,Intermediate
DENND2B_donor_1,donor,DENND2B_donor_70,chr11:8750725-8776192,Intermediate
DENND2B_donor_1,donor,DENND2B_donor_72,chr11:8750725-8776192,Intermediate
DENND2B_donor_2,donor,DENND2B_donor_54,chr11:8750725-8780133,Early
DENND6B_acceptor_1,acceptor,DENND6B_acceptor_4,chr22:50316712-50317293,Early
DENND6B_acceptor_1,acceptor,DENND6B_acceptor_14,chr22:50316712-50317293,Early
DENND6B_acceptor_1,acceptor,DENND6B_acceptor_19,chr22:50316712-50317293,Early
DENND6B_acceptor_1,acceptor,DENND6B_acceptor_9,chr22:50316712-50317293,Early
DENND6B_acceptor_1,acceptor,DENND6B_acceptor_18,chr22:50316712-50317293,Early
DGKI_donor_1,donor,DGKI_donor_36,chr7:137487689-137493783,Late
DGKI_donor_1,donor,DGKI_donor_12,chr7:137487689-137493783,Late
DGKI_donor_1,donor,DGKI_donor_29,chr7:137487689-137493783,Late
DGKI_donor_1,donor,DGKI_donor_18,chr7:137487689-137493783,Late
DGKI_donor_1,donor,DGKI_donor_35,chr7:137487689-137493783,Late
DLG5_acceptor_1,acceptor,DLG5_acceptor_22,chr10:77793235-77794008,Late
DLG5_acceptor_1,acceptor,DLG5_acceptor_5,chr10:77793235-77794008,Late
DLG5_acceptor_1,acceptor,DLG5_acceptor_25,chr10:77793235-77794008,Late
DLG5_acceptor_1,acceptor,DLG5_acceptor_33,chr10:77793235-77794008,Late
DLG5_acceptor_1,acceptor,DLG5_acceptor_20,chr10:77793235-77794008,Late
DLG5_donor_1,donor,DLG5_donor_10,chr10:77792543-77793165,Late
DLG5_donor_1,donor,DLG5_donor_28,chr10:77792543-77793165,Late
DLG5_donor_1,donor,DLG5_donor_6,chr10:77792543-77793165,Late
DLG5_donor_1,donor,DLG5_donor_17,chr10:77792543-77793165,Late
DLG5_donor_1,donor,DLG5_donor_21,chr10:77792543-77793165,Late
DNAAF9_acceptor_1,acceptor,DNAAF9_acceptor_9,chr20:3344699-3348525,Late
DNAAF9_acceptor_1,acceptor,DNAAF9_acceptor_26,chr20:3344699-3348525,Late
DNAAF9_acceptor_1,acceptor,DNAAF9_acceptor_11,chr20:3344699-3348525,Late
DNAAF9_acceptor_1,acceptor,DNAAF9_acceptor_24,chr20:3344699-3348525,Late
DNAAF9_acceptor_1,acceptor,DNAAF9_acceptor_2,chr20:3344699-3348525,Late
DNAAF9_donor_1,donor,DNAAF9_donor_17,chr20:3343731-3344641,Late
DNAAF9_donor_1,donor,DNAAF9_donor_26,chr20:3343731-3344641,Late
DNAAF9_donor_1,donor,DNAAF9_donor_6,chr20:3343731-3344641,Late
DNAAF9_donor_1,donor,DNAAF9_donor_3,chr20:3343731-3344641,Late
DNAAF9_donor_1,donor,DNAAF9_donor_28,chr20:3343731-3344641,Late
DNM1_acceptor_1,acceptor,DNM1_acceptor_9,chr9:128250940-128253047,Early
DNM1_acceptor_1,acceptor,DNM1_acceptor_16,chr9:128250940-128253047,Early
DNM1_acceptor_1,acceptor,DNM1_acceptor_4,chr9:128250940-128253047,Early
DNM1_acceptor_1,acceptor,DNM1_acceptor_13,chr9:128250940-128253047,Early
DNM1_acceptor_1,acceptor,DNM1_acceptor_11,chr9:128250940-128253047,Early
DNMT3A_acceptor_1,acceptor,DNMT3A_acceptor_27,chr2:25237276-25239130,Intermediate
DNMT3A_acceptor_1,acceptor,DNMT3A_acceptor_16,chr2:25237276-25239130,Intermediate
DNMT3A_acceptor_1,acceptor,DNMT3A_acceptor_18,chr2:25237276-25239130,Intermediate
DNMT3A_acceptor_1,acceptor,DNMT3A_acceptor_9,chr2:25237276-25239130,Intermediate
DNMT3A_acceptor_1,acceptor,DNMT3A_acceptor_3,chr2:25237276-25239130,Intermediate
DNMT3A_donor_1,donor,DNMT3A_donor_18,chr2:25237005-25237139,Intermediate
DNMT3A_donor_1,donor,DNMT3A_donor_10,chr2:25237005-25237139,Intermediate
DNMT3A_donor_1,donor,DNMT3A_donor_2,chr2:25237005-25237139,Intermediate
DNMT3A_donor_1,donor,DNMT3A_donor_7,chr2:25237005-25237139,Intermediate
DNMT3A_donor_1,donor,DNMT3A_donor_5,chr2:25237005-25237139,Intermediate
DOCK1_acceptor_1,acceptor,DOCK1_acceptor_19,chr10:127381368-127381953,Early
DOCK1_acceptor_1,acceptor,DOCK1_acceptor_40,chr10:127381368-127381953,Early
DOCK1_acceptor_1,acceptor,DOCK1_acceptor_36,chr10:127381368-127381953,Early
DOCK1_acceptor_1,acceptor,DOCK1_acceptor_6,chr10:127381368-127381953,Early
DOCK1_acceptor_1,acceptor,DOCK1_acceptor_5,chr10:127381368-127381953,Early
DOCK1_donor_1,donor,DOCK1_donor_22,chr10:127382041-127384790,Early
DOCK1_donor_1,donor,DOCK1_donor_11,chr10:127382041-127384790,Early
DOCK1_donor_1,donor,DOCK1_donor_47,chr10:127382041-127384790,Early
DOCK1_donor_1,donor,DOCK1_donor_26,chr10:127382041-127384790,Early
DOCK1_donor_1,donor,DOCK1_donor_42,chr10:127382041-127384790,Early
DYNC1I1_acceptor_1,acceptor,DYNC1I1_acceptor_7,chr7:96039421-96041462,Intermediate
DYNC1I1_acceptor_1,acceptor,DYNC1I1_acceptor_19,chr7:96039421-96041462,Intermediate
DYNC1I1_acceptor_1,acceptor,DYNC1I1_acceptor_24,chr7:96039421-96041462,Intermediate
DYNC1I1_acceptor_1,acceptor,DYNC1I1_acceptor_15,chr7:96039421-96041462,Intermediate
DYNC1I1_acceptor_1,acceptor,DYNC1I1_acceptor_21,chr7:96039421-96041462,Intermediate
DYNC1I1_donor_1,donor,DYNC1I1_donor_4,chr7:96061328-96076057,Late
DYNC1I1_donor_1,donor,DYNC1I1_donor_18,chr7:96061328-96076057,Late
DYNC1I1_donor_1,donor,DYNC1I1_donor_8,chr7:96061328-96076057,Late
DYNC1I1_donor_1,donor,DYNC1I1_donor_6,chr7:96061328-96076057,Late
DYNC1I1_donor_1,donor,DYNC1I1_donor_13,chr7:96061328-96076057,Late
