.id,gene_name,gene_id,lsv_id,mean_psi_per_lsv_junction,stdev_psi_per_lsv_junction,num_junctions,num_exons,de_novo_junctions,seqid,strand,lsv_junc,junc_start,junc_end,ir_start,ir_end,paste_into_igv_junction,exon_type,color_gene_name,alpha_gene_name,label_junction
ctrl_ctrl,AGPAT4,ENSG00000026652.15,ENSG00000026652.15:t:161153346-161153499,0.0285,0.0125,5,5,1,chr6,-,ENSG00000026652.15:t:161153346-161153499_161153499-161166248,161153499,161166248,,,chr6:161153499-161166248,target,non-NMD rescued,0,""
ctrl_ctrl,POU2F2,ENSG00000028277.21,ENSG00000028277.21:t:42122511-42122576,0.0015,9e-04,4,5,1,chr19,-,ENSG00000028277.21:t:42122511-42122576_42122576-42130343,42122576,42130343,,,chr19:42122576-42130343,target,NMD rescued,0,""
ctrl_ctrl,RSF1,ENSG00000048649.14,ENSG00000048649.14:s:77820528-77820869,4e-04,0,4,3,1,chr11,-,ENSG00000048649.14:s:77820528-77820869_77813787-77820528,77813787,77820528,,,chr11:77813787-77820528,source,non-NMD rescued,0,""
ctrl_ctrl,RSF1,ENSG00000048649.14,ENSG00000048649.14:s:77820528-77820869,0.0018,0,4,3,1,chr11,-,ENSG00000048649.14:s:77820528-77820869_77813783-77820528,77813783,77820528,,,chr11:77813783-77820528,source,non-NMD rescued,0,""
ctrl_ctrl,RSF1,ENSG00000048649.14,ENSG00000048649.14:t:77762050-77764690,0.0077,0.0019,2,3,1,chr11,-,ENSG00000048649.14:t:77762050-77764690_77764689-77813213,77764689,77813213,,,chr11:77764689-77813213,target,non-NMD rescued,0,""
ctrl_ctrl,FOXN3,ENSG00000053254.16,ENSG00000053254.16:t:89350672-89350808,2e-04,0,4,5,1,chr14,-,ENSG00000053254.16:t:89350672-89350808_89350808-89356668,89350808,89356668,,,chr14:89350808-89356668,target,non-NMD rescued,0,""
ctrl_ctrl,USP36,ENSG00000055483.19,ENSG00000055483.19:s:78838587-78838794,0.0078,0.0061,3,3,1,chr17,-,ENSG00000055483.19:s:78838587-78838794_78836976-78838587,78836976,78838587,,,chr17:78836976-78838587,source,non-NMD rescued,0,""
ctrl_ctrl,USP36,ENSG00000055483.19,ENSG00000055483.19:t:78836025-78836372,0.0139,0.0117,2,3,1,chr17,-,ENSG00000055483.19:t:78836025-78836372_78836372-78836897,78836372,78836897,,,chr17:78836372-78836897,target,non-NMD rescued,0,""
ctrl_ctrl,FAM114A2,ENSG00000055147.19,ENSG00000055147.19:s:154038293-154038747,0.0164,0.0143,7,4,1,chr5,-,ENSG00000055147.19:s:154038293-154038747_154037455-154038388,154037455,154038388,,,chr5:154037455-154038388,source,non-NMD rescued,0,""
ctrl_ctrl,FAM114A2,ENSG00000055147.19,ENSG00000055147.19:s:154038293-154038747,0.0012,0.0013,7,4,1,chr5,-,ENSG00000055147.19:s:154038293-154038747_154037455-154038293,154037455,154038293,,,chr5:154037455-154038293,source,non-NMD rescued,0,""
ctrl_ctrl,FAM114A2,ENSG00000055147.19,ENSG00000055147.19:t:154034744-154034967,0.0226,0.0129,13,6,1,chr5,-,ENSG00000055147.19:t:154034744-154034967_154034968-154036241,154034968,154036241,154034968,154036241,chr5:154034968-154036241,target,non-NMD rescued,0,""
ctrl_ctrl,CAMK2B,ENSG00000058404.20,ENSG00000058404.20:s:44258872-44258926,6e-04,0,3,3,1,chr7,-,ENSG00000058404.20:s:44258872-44258926_44258610-44258872,44258610,44258872,,,chr7:44258610-44258872,source,non-NMD rescued,0,""
ctrl_ctrl,CAMK2B,ENSG00000058404.20,ENSG00000058404.20:s:44258872-44258926,6e-04,0,3,3,1,chr7,-,ENSG00000058404.20:s:44258872-44258926_44258514-44258872,44258514,44258872,,,chr7:44258514-44258872,source,non-NMD rescued,0,""
ctrl_ctrl,CAMK2B,ENSG00000058404.20,ENSG00000058404.20:t:44220826-44220953,1e-04,0,6,6,1,chr7,-,ENSG00000058404.20:t:44220826-44220953_44220901-44222117,44220901,44222117,44220954,44225184,chr7:44220901-44222117,target,non-NMD rescued,0,""
ctrl_ctrl,CAMK2B,ENSG00000058404.20,ENSG00000058404.20:t:44254542-44254607,9e-04,0,2,3,1,chr7,-,ENSG00000058404.20:t:44254542-44254607_44254607-44258490,44254607,44258490,,,chr7:44254607-44258490,target,non-NMD rescued,0,""
ctrl_ctrl,PSD,ENSG00000059915.17,ENSG00000059915.17:s:102418701-102418785,0.002,0.0012,3,4,1,chr10,-,ENSG00000059915.17:s:102418701-102418785_102418046-102418701,102418046,102418701,,,chr10:102418046-102418701,source,non-NMD rescued,0,""
ctrl_ctrl,PSD,ENSG00000059915.17,ENSG00000059915.17:t:102416654-102417121,9e-04,5e-04,6,4,1,chr10,-,ENSG00000059915.17:t:102416654-102417121_102417121-102417940,102417121,102417940,,,chr10:102417121-102417940,target,non-NMD rescued,0,""
ctrl_ctrl,PSD,ENSG00000059915.17,ENSG00000059915.17:t:102416654-102417121,9e-04,5e-04,6,4,1,chr10,-,ENSG00000059915.17:t:102416654-102417121_102417121-102417908,102417121,102417908,,,chr10:102417121-102417908,target,non-NMD rescued,0,""
ctrl_ctrl,LIMCH1,ENSG00000064042.18,ENSG00000064042.18:t:41689527-41689635,0.0491,0.0166,3,3,1,chr4,+,ENSG00000064042.18:t:41689527-41689635_41687926-41689527,41687926,41689527,,,chr4:41687926-41689527,target,non-NMD rescued,0,""
ctrl_ctrl,CDON,ENSG00000064309.16,ENSG00000064309.16:s:125982027-125984093,0.0012,1e-04,2,2,1,chr11,-,ENSG00000064309.16:s:125982027-125984093_125981314-125983872,125981314,125983872,,,chr11:125981314-125983872,source,non-NMD rescued,0,""
ctrl_ctrl,ZFAT,ENSG00000066827.16,ENSG00000066827.16:t:134637461-134637712,0.0019,0.0011,3,4,1,chr8,-,ENSG00000066827.16:t:134637461-134637712_134637712-134645005,134637712,134645005,,,chr8:134637712-134645005,target,NMD rescued,0,""
ctrl_ctrl,PFKP,ENSG00000067057.18,ENSG00000067057.18:s:3099275-3099352,7e-04,0,4,4,1,chr10,+,ENSG00000067057.18:s:3099275-3099352_3099352-3099557,3099352,3099557,,,chr10:3099352-3099557,source,non-NMD rescued,0,""
ctrl_ctrl,PFKP,ENSG00000067057.18,ENSG00000067057.18:t:3101365-3101554,9e-04,1e-04,3,4,1,chr10,+,ENSG00000067057.18:t:3101365-3101554_3099819-3101365,3099819,3101365,,,chr10:3099819-3101365,target,non-NMD rescued,0,""
ctrl_ctrl,EPHA8,ENSG00000070886.12,ENSG00000070886.12:t:22586480-22586635,0.0167,0.016,4,3,1,chr1,+,ENSG00000070886.12:t:22586480-22586635_22581487-22586480,22581487,22586480,22576881,22586479,chr1:22581487-22586480,target,non-NMD rescued,0,""
ctrl_ctrl,EPHA8,ENSG00000070886.12,ENSG00000070886.12:t:22586480-22586635,0.0033,0.0039,4,3,1,chr1,+,ENSG00000070886.12:t:22586480-22586635_22576881-22586479,22576881,22586479,22576881,22586479,chr1:22576881-22586479,target,non-NMD rescued,0,""
ctrl_ctrl,CHFR,ENSG00000072609.18,ENSG00000072609.18:t:132832356-132841596,0.0426,0.0118,3,3,1,chr12,-,ENSG00000072609.18:t:132832356-132841596_132833237-132844027,132833237,132844027,,,chr12:132833237-132844027,target,non-NMD rescued,0,""
ctrl_ctrl,ADGRL1,ENSG00000072071.16,ENSG00000072071.16:s:14177531-14177744,3e-04,0,3,4,1,chr19,-,ENSG00000072071.16:s:14177531-14177744_14176669-14177531,14176669,14177531,,,chr19:14176669-14177531,source,non-NMD rescued,0,""
ctrl_ctrl,ADGRL1,ENSG00000072071.16,ENSG00000072071.16:t:14170488-14170791,3e-04,0,3,4,1,chr19,-,ENSG00000072071.16:t:14170488-14170791_14170791-14176479,14170791,14176479,,,chr19:14170791-14176479,target,non-NMD rescued,0,""
ctrl_ctrl,SPEG,ENSG00000072195.15,ENSG00000072195.15:s:219464433-219464667,6e-04,1e-04,5,4,1,chr2,+,ENSG00000072195.15:s:219464433-219464667_219464608-219465596,219464608,219465596,219464668,219465514,chr2:219464608-219465596,source,non-NMD rescued,0,""
ctrl_ctrl,SPEG,ENSG00000072195.15,ENSG00000072195.15:t:219466057-219466862,0.0012,2e-04,3,3,1,chr2,+,ENSG00000072195.15:t:219466057-219466862_219465786-219466057,219465786,219466057,219465787,219466056,chr2:219465786-219466057,target,non-NMD rescued,0,""
ctrl_ctrl,CDHR2,ENSG00000074276.10,ENSG00000074276.10:s:176592333-176592418,0.0483,0.0185,3,2,1,chr5,+,ENSG00000074276.10:s:176592333-176592418_176592418-176592479,176592418,176592479,176592419,176592418,chr5:176592418-176592479,source,NMD rescued,0,""
ctrl_ctrl,KCNQ2,ENSG00000075043.20,ENSG00000075043.20:s:63444659-63444834,0.001,0,3,4,1,chr20,-,ENSG00000075043.20:s:63444659-63444834_63439708-63444659,63439708,63444659,,,chr20:63439708-63444659,source,non-NMD rescued,0,""
ctrl_ctrl,KCNQ2,ENSG00000075043.20,ENSG00000075043.20:t:63439598-63439790,6e-04,0,4,4,1,chr20,-,ENSG00000075043.20:t:63439598-63439790_63439708-63444659,63439708,63444659,,,chr20:63439708-63444659,target,non-NMD rescued,0,""
ctrl_ctrl,RAP1GAP,ENSG00000076864.20,ENSG00000076864.20:s:21599494-21599575,5e-04,0,3,3,1,chr1,-,ENSG00000076864.20:s:21599494-21599575_21598820-21599494,21598820,21599494,,,chr1:21598820-21599494,source,non-NMD rescued,0,""
ctrl_ctrl,RAP1GAP,ENSG00000076864.20,ENSG00000076864.20:t:21598400-21598502,5e-04,0,3,3,1,chr1,-,ENSG00000076864.20:t:21598400-21598502_21598502-21598723,21598502,21598723,,,chr1:21598502-21598723,target,non-NMD rescued,0,""
ctrl_ctrl,CTTNBP2,ENSG00000077063.11,ENSG00000077063.11:s:117873335-117873441,0.0082,0.009,2,3,1,chr7,-,ENSG00000077063.11:s:117873335-117873441_117863026-117873335,117863026,117873335,,,chr7:117863026-117873335,source,NMD rescued,0,""
ctrl_ctrl,ACTL6B,ENSG00000077080.10,ENSG00000077080.10:s:100655019-100655119,2e-04,0,3,3,1,chr7,-,ENSG00000077080.10:s:100655019-100655119_100650643-100655019,100650643,100655019,,,chr7:100650643-100655019,source,non-NMD rescued,0,""
ctrl_ctrl,ACTL6B,ENSG00000077080.10,ENSG00000077080.10:t:100649961-100650135,0.0033,0,2,3,1,chr7,-,ENSG00000077080.10:t:100649961-100650135_100650135-100650575,100650135,100650575,,,chr7:100650135-100650575,target,non-NMD rescued,0,""
ctrl_ctrl,CIC,ENSG00000079432.9,ENSG00000079432.9:t:42271774-42274577,9e-04,1e-04,3,4,1,chr19,+,ENSG00000079432.9:t:42271774-42274577_42271358-42271774,42271358,42271774,,,chr19:42271358-42271774,target,non-NMD rescued,0,""
ctrl_ctrl,DELE1,ENSG00000081791.9,ENSG00000081791.9:s:141933259-141933882,7e-04,0,3,3,1,chr5,+,ENSG00000081791.9:s:141933259-141933882_141933401-141933951,141933401,141933951,,,chr5:141933401-141933951,source,NMD rescued,0,""
ctrl_ctrl,DELE1,ENSG00000081791.9,ENSG00000081791.9:t:141934240-141934398,7e-04,0,3,3,1,chr5,+,ENSG00000081791.9:t:141934240-141934398_141933961-141934240,141933961,141934240,,,chr5:141933961-141934240,target,non-NMD rescued,0,""
ctrl_ctrl,MAP3K4,ENSG00000085511.20,ENSG00000085511.20:s:161115123-161115302,0.0456,0.0133,2,2,1,chr6,+,ENSG00000085511.20:s:161115123-161115302_161115303-161116849,161115303,161116849,161115303,161116849,chr6:161115303-161116849,source,non-NMD rescued,0,""
ctrl_ctrl,SLCO1A2,ENSG00000084453.17,ENSG00000084453.17:s:21295597-21295792,0.0439,0.0339,3,3,1,chr12,-,ENSG00000084453.17:s:21295597-21295792_21295443-21295597,21295443,21295597,21294111,21295596,chr12:21295443-21295597,source,non-NMD rescued,0,""
ctrl_ctrl,PHACTR3,ENSG00000087495.17,ENSG00000087495.17:t:59743107-59743268,6e-04,2e-04,7,8,1,chr20,+,ENSG00000087495.17:t:59743107-59743268_59737459-59743107,59737459,59743107,,,chr20:59737459-59743107,target,non-NMD rescued,0,""
ctrl_ctrl,CRLS1,ENSG00000088766.12,ENSG00000088766.12:t:6031163-6031370,0.0099,0.0011,4,5,1,chr20,+,ENSG00000088766.12:t:6031163-6031370_6026238-6031285,6026238,6031285,,,chr20:6026238-6031285,target,non-NMD rescued,0,""
ctrl_ctrl,C20orf194,ENSG00000088854.13,ENSG00000088854.13:s:3348525-3348623,6e-04,0,2,3,1,chr20,-,ENSG00000088854.13:s:3348525-3348623_3344699-3348525,3344699,3348525,,,chr20:3344699-3348525,source,non-NMD rescued,0,""
ctrl_ctrl,C20orf194,ENSG00000088854.13,ENSG00000088854.13:t:3343676-3343731,6e-04,0,2,3,1,chr20,-,ENSG00000088854.13:t:3343676-3343731_3343731-3344641,3343731,3344641,,,chr20:3343731-3344641,target,non-NMD rescued,0,""
ctrl_ctrl,MAPKAPK5,ENSG00000089022.14,ENSG00000089022.14:s:111893472-111893585,0.005,0.004,5,3,1,chr12,+,ENSG00000089022.14:s:111893472-111893585_111893585-111894654,111893585,111894654,111893586,111894653,chr12:111893585-111894654,source,non-NMD rescued,0,""
ctrl_ctrl,MAPKAPK5,ENSG00000089022.14,ENSG00000089022.14:t:111896203-111902222,0.0052,0.0028,5,3,1,chr12,+,ENSG00000089022.14:t:111896203-111902222_111894726-111896203,111894726,111896203,111894727,111896202,chr12:111894726-111896203,target,non-NMD rescued,0,""
ctrl_ctrl,KDM2B,ENSG00000089094.19,ENSG00000089094.19:s:121574365-121574593,0.0018,4e-04,2,3,1,chr12,-,ENSG00000089094.19:s:121574365-121574593_121554230-121574547,121554230,121574547,,,chr12:121554230-121574547,source,non-NMD rescued,0,""
ctrl_ctrl,GRAMD1A,ENSG00000089351.15,ENSG00000089351.15:s:35000323-35000486,0.0025,0.0019,3,4,1,chr19,+,ENSG00000089351.15:s:35000323-35000486_35000486-35001098,35000486,35001098,,,chr19:35000486-35001098,source,non-NMD rescued,0,""
ctrl_ctrl,AARS1,ENSG00000090861.17,ENSG00000090861.17:s:70276486-70276631,1e-04,0,3,3,1,chr16,-,ENSG00000090861.17:s:70276486-70276631_70272882-70276486,70272882,70276486,,,chr16:70272882-70276486,source,non-NMD rescued,0,""
ctrl_ctrl,AARS1,ENSG00000090861.17,ENSG00000090861.17:t:70271781-70271972,1e-04,0,3,3,1,chr16,-,ENSG00000090861.17:t:70271781-70271972_70271972-70272796,70271972,70272796,,,chr16:70271972-70272796,target,non-NMD rescued,1,""
ctrl_ctrl,G2E3,ENSG00000092140.16,ENSG00000092140.16:s:30559158-30559272,4e-04,0,4,5,1,chr14,+,ENSG00000092140.16:s:30559158-30559272_30559272-30563746,30559272,30563746,,,chr14:30559272-30563746,source,non-NMD rescued,0,""
ctrl_ctrl,TRPM7,ENSG00000092439.16,ENSG00000092439.16:s:50599122-50599665,0.0442,0.0214,2,3,1,chr15,-,ENSG00000092439.16:s:50599122-50599665_50594613-50599122,50594613,50599122,,,chr15:50594613-50599122,source,non-NMD rescued,0,""
ctrl_ctrl,NUP188,ENSG00000095319.14,ENSG00000095319.14:s:128952773-128952895,8e-04,0,2,3,1,chr9,+,ENSG00000095319.14:s:128952773-128952895_128952846-128956141,128952846,128956141,,,chr9:128952846-128956141,source,non-NMD rescued,0,""
ctrl_ctrl,NUP188,ENSG00000095319.14,ENSG00000095319.14:t:128956350-128956434,8e-04,0,2,3,1,chr9,+,ENSG00000095319.14:t:128956350-128956434_128956174-128956350,128956174,128956350,,,chr9:128956174-128956350,target,non-NMD rescued,0,""
ctrl_ctrl,CRTAC1,ENSG00000095713.14,ENSG00000095713.14:t:97866866-97866951,0.0028,0.0023,3,3,1,chr10,-,ENSG00000095713.14:t:97866866-97866951_97866951-97871066,97866951,97871066,97866952,97878396,chr10:97866951-97871066,target,non-NMD rescued,0,""
ctrl_ctrl,BCL2L13,ENSG00000099968.18,ENSG00000099968.18:s:17702243-17703733,4e-04,0,3,3,1,chr22,+,ENSG00000099968.18:s:17702243-17703733_17702386-17722274,17702386,17722274,,,chr22:17702386-17722274,source,non-NMD rescued,0,""
ctrl_ctrl,BCL2L13,ENSG00000099968.18,ENSG00000099968.18:t:17726677-17730855,0.0019,0,7,7,1,chr22,+,ENSG00000099968.18:t:17726677-17730855_17722390-17726691,17722390,17726691,,,chr22:17722390-17726691,target,non-NMD rescued,0,""
ctrl_ctrl,SEZ6L,ENSG00000100095.19,ENSG00000100095.19:t:26292251-26293146,0.0045,0.0036,2,3,1,chr22,+,ENSG00000100095.19:t:26292251-26293146_26195698-26292406,26195698,26292406,,,chr22:26195698-26292406,target,NMD rescued,0,""
ctrl_ctrl,RANGAP1,ENSG00000100401.20,ENSG00000100401.20:s:41285363-41285965,0.0478,0.0174,7,4,1,chr22,-,ENSG00000100401.20:s:41285363-41285965_41282823-41285363,41282823,41285363,,,chr22:41282823-41285363,source,non-NMD rescued,0,""
ctrl_ctrl,GSS,ENSG00000100983.12,ENSG00000100983.12:t:34945953-34946098,6e-04,1e-04,5,5,1,chr20,-,ENSG00000100983.12:t:34945953-34946098_34946098-34950051,34946098,34950051,,,chr20:34946098-34950051,target,non-NMD rescued,0,""
ctrl_ctrl,PCSK1N,ENSG00000102109.9,ENSG00000102109.9:s:48835419-48835610,0.0039,0.0029,2,3,1,chrX,-,ENSG00000102109.9:s:48835419-48835610_48834590-48835419,48834590,48835419,,,chrX:48834590-48835419,source,NMD rescued,0,""
ctrl_ctrl,PCSK1N,ENSG00000102109.9,ENSG00000102109.9:t:48831869-48832341,0.0065,0.0083,3,3,1,chrX,-,ENSG00000102109.9:t:48831869-48832341_48832341-48834422,48832341,48834422,,,chrX:48832341-48834422,target,non-NMD rescued,0,""
ctrl_ctrl,ZNF423,ENSG00000102935.12,ENSG00000102935.12:s:49730576-49730971,0.0012,0,2,3,1,chr16,-,ENSG00000102935.12:s:49730576-49730971_49640505-49730771,49640505,49730771,,,chr16:49640505-49730771,source,non-NMD rescued,0,""
ctrl_ctrl,ZNF423,ENSG00000102935.12,ENSG00000102935.12:t:49635660-49638874,0.001,0,4,5,1,chr16,-,ENSG00000102935.12:t:49635660-49638874_49638874-49640443,49638874,49640443,,,chr16:49638874-49640443,target,non-NMD rescued,0,""
ctrl_ctrl,NECAB2,ENSG00000103154.10,ENSG00000103154.10:s:83990494-83990630,0.0017,0,4,3,1,chr16,+,ENSG00000103154.10:s:83990494-83990630_83990630-83993528,83990630,83993528,83990631,83993402,chr16:83990630-83993528,source,non-NMD rescued,0,""
ctrl_ctrl,USP10,ENSG00000103194.16,ENSG00000103194.16:s:84733138-84733503,0.0018,0,6,6,1,chr16,+,ENSG00000103194.16:s:84733138-84733503_84733503-84735056,84733503,84735056,,,chr16:84733503-84735056,source,non-NMD rescued,0,""
ctrl_ctrl,USP10,ENSG00000103194.16,ENSG00000103194.16:t:84740309-84740369,3e-04,0,2,3,1,chr16,+,ENSG00000103194.16:t:84740309-84740369_84735173-84740309,84735173,84740309,,,chr16:84735173-84740309,target,non-NMD rescued,0,""
ctrl_ctrl,CORO7-PAM16,ENSG00000103426.12,ENSG00000103426.12:s:4387986-4388068,0.0012,0,2,3,1,chr16,-,ENSG00000103426.12:s:4387986-4388068_4367442-4387986,4367442,4387986,,,chr16:4367442-4387986,source,non-NMD rescued,0,""
ctrl_ctrl,RPGRIP1L,ENSG00000103494.16,ENSG00000103494.16:s:53636439-53636512,7e-04,2e-04,6,6,1,chr16,-,ENSG00000103494.16:s:53636439-53636512_53623000-53636439,53623000,53636439,,,chr16:53623000-53636439,source,non-NMD rescued,0,""
ctrl_ctrl,STMN2,ENSG00000104435.14,ENSG00000104435.14:s:79611117-79611433,7e-04,0,4,4,1,chr8,+,ENSG00000104435.14:s:79611117-79611433_79611214-79616822,79611214,79616822,,,chr8:79611214-79616822,source,non-NMD rescued,1,""
ctrl_ctrl,MAST1,ENSG00000105613.10,ENSG00000105613.10:s:12840991-12841066,3e-04,0,4,4,1,chr19,+,ENSG00000105613.10:s:12840991-12841066_12841066-12842139,12841066,12842139,12841067,12842138,chr19:12841066-12842139,source,non-NMD rescued,0,""
ctrl_ctrl,MAST1,ENSG00000105613.10,ENSG00000105613.10:t:12843529-12843607,3e-04,0,4,3,1,chr19,+,ENSG00000105613.10:t:12843529-12843607_12842178-12843529,12842178,12843529,12842191,12843528,chr19:12842178-12843529,target,non-NMD rescued,0,""
ctrl_ctrl,CRTC1,ENSG00000105662.16,ENSG00000105662.16:t:18771442-18771546,9e-04,1e-04,3,3,1,chr19,+,ENSG00000105662.16:t:18771442-18771546_18771325-18771442,18771325,18771442,18768794,18771441,chr19:18771325-18771442,target,non-NMD rescued,0,""
ctrl_ctrl,RUNDC3B,ENSG00000105784.15,ENSG00000105784.15:s:87628413-87628945,9e-04,1e-04,3,3,1,chr7,+,ENSG00000105784.15:s:87628413-87628945_87628572-87650822,87628572,87650822,,,chr7:87628572-87650822,source,non-NMD rescued,0,""
ctrl_ctrl,RUNDC3B,ENSG00000105784.15,ENSG00000105784.15:t:87650822-87650937,5e-04,0,5,5,1,chr7,+,ENSG00000105784.15:t:87650822-87650937_87628572-87650822,87628572,87650822,,,chr7:87628572-87650822,target,non-NMD rescued,0,""
ctrl_ctrl,RUNDC3B,ENSG00000105784.15,ENSG00000105784.15:t:87700416-87700572,0.0427,0.0132,4,4,1,chr7,+,ENSG00000105784.15:t:87700416-87700572_87694036-87700421,87694036,87700421,,,chr7:87694036-87700421,target,non-NMD rescued,0,""
ctrl_ctrl,RASA4,ENSG00000105808.18,ENSG00000105808.18:t:102594492-102594784,0.0037,0.0028,2,3,1,chr7,-,ENSG00000105808.18:t:102594492-102594784_102594784-102601689,102594784,102601689,,,chr7:102594784-102601689,target,non-NMD rescued,0,""
ctrl_ctrl,WASL,ENSG00000106299.8,ENSG00000106299.8:s:123692347-123692867,4e-04,0,3,3,1,chr7,-,ENSG00000106299.8:s:123692347-123692867_123684580-123692347,123684580,123692347,123689151,123692346,chr7:123684580-123692347,source,non-NMD rescued,0,""
ctrl_ctrl,WASL,ENSG00000106299.8,ENSG00000106299.8:t:123681943-123684580,2e-04,0,4,3,1,chr7,-,ENSG00000106299.8:t:123681943-123684580_123684580-123692347,123684580,123692347,123684581,123688996,chr7:123684580-123692347,target,non-NMD rescued,0,""
ctrl_ctrl,ZNF862,ENSG00000106479.11,ENSG00000106479.11:s:149850161-149850887,0.0153,0.0128,3,4,1,chr7,+,ENSG00000106479.11:s:149850161-149850887_149850338-149852819,149850338,149852819,,,chr7:149850338-149852819,source,non-NMD rescued,0,""
ctrl_ctrl,IQCE,ENSG00000106012.18,ENSG00000106012.18:s:2558972-2559217,0.0013,9e-04,5,6,1,chr7,+,ENSG00000106012.18:s:2558972-2559217_2559217-2562526,2559217,2562526,,,chr7:2559217-2562526,source,non-NMD rescued,0,""
ctrl_ctrl,IQCE,ENSG00000106012.18,ENSG00000106012.18:s:2558972-2559217,0.0013,9e-04,5,6,1,chr7,+,ENSG00000106012.18:s:2558972-2559217_2559217-2564878,2559217,2564878,,,chr7:2559217-2564878,source,non-NMD rescued,0,""
ctrl_ctrl,IQCE,ENSG00000106012.18,ENSG00000106012.18:t:2567116-2567163,0.0034,0.0034,3,4,1,chr7,+,ENSG00000106012.18:t:2567116-2567163_2565071-2567116,2565071,2567116,,,chr7:2565071-2567116,target,non-NMD rescued,0,""
ctrl_ctrl,DNM1,ENSG00000106976.21,ENSG00000106976.21:s:128250725-128251244,4e-04,0,6,4,1,chr9,+,ENSG00000106976.21:s:128250725-128251244_128250940-128253047,128250940,128253047,128251245,128253046,chr9:128250940-128253047,source,non-NMD rescued,0,""
ctrl_ctrl,NSMCE4A,ENSG00000107672.15,ENSG00000107672.15:s:121974004-121974285,0.0057,3e-04,2,3,1,chr10,-,ENSG00000107672.15:s:121974004-121974285_121973599-121974004,121973599,121974004,,,chr10:121973599-121974004,source,non-NMD rescued,0,""
ctrl_ctrl,NSMCE4A,ENSG00000107672.15,ENSG00000107672.15:t:121970939-121971069,0.0052,4e-04,4,4,1,chr10,-,ENSG00000107672.15:t:121970939-121971069_121971069-121973523,121971069,121973523,,,chr10:121971069-121973523,target,non-NMD rescued,0,""
ctrl_ctrl,DNAJC12,ENSG00000108176.15,ENSG00000108176.15:s:67837934-67838188,0.0305,0.0093,7,6,1,chr10,-,ENSG00000108176.15:s:67837934-67838188_67835525-67837934,67835525,67837934,,,chr10:67835525-67837934,source,non-NMD rescued,0,""
