.id,gene_name,gene_id,lsv_id,mean_psi_per_lsv_junction,stdev_psi_per_lsv_junction,num_junctions,num_exons,de_novo_junctions,seqid,strand,lsv_junc,junc_start,junc_end,ir_start,ir_end,paste_into_igv_junction,exon_type,color_gene_name,alpha_gene_name,label_junction
Control_Control,WIZ,ENSG00000011451.21,ENSG00000011451.21:s:15432434-15432761,0.0335,0.0254,4,4,1,chr19,-,ENSG00000011451.21:s:15432434-15432761_15427533-15432434,15427533,15432434,15431183,15432433,chr19:15427533-15432434,source,non-NMD rescued,0,""
Control_Control,RABGAP1,ENSG00000011454.18,ENSG00000011454.18:s:123076634-123076999,0.003,0.0027,3,4,1,chr9,+,ENSG00000011454.18:s:123076634-123076999_123076762-123084643,123076762,123084643,,,chr9:123076762-123084643,source,non-NMD rescued,0,""
Control_Control,XYLT2,ENSG00000015532.10,ENSG00000015532.10:t:50354264-50354583,0.0192,0.026,2,3,1,chr17,+,ENSG00000015532.10:t:50354264-50354583_50353320-50354264,50353320,50354264,,,chr17:50353320-50354264,target,NMD rescued,0,""
Control_Control,DERA,ENSG00000023697.13,ENSG00000023697.13:t:15962752-15962947,0.0248,0.0147,2,3,1,chr12,+,ENSG00000023697.13:t:15962752-15962947_15960814-15962813,15960814,15962813,,,chr12:15960814-15962813,target,non-NMD rescued,0,""
Control_Control,AGPAT4,ENSG00000026652.15,ENSG00000026652.15:t:161153346-161153499,0.0035,0.0055,5,5,1,chr6,-,ENSG00000026652.15:t:161153346-161153499_161153499-161165577,161153499,161165577,,,chr6:161153499-161165577,target,non-NMD rescued,0,""
Control_Control,DEPDC1,ENSG00000024526.17,ENSG00000024526.17:s:68486937-68486984,0.0027,0.0023,3,4,1,chr1,-,ENSG00000024526.17:s:68486937-68486984_68485138-68486937,68485138,68486937,,,chr1:68485138-68486937,source,NMD rescued,0,""
Control_Control,TRIO,ENSG00000038382.20,ENSG00000038382.20:s:14487464-14488260,0.0027,0.0023,3,3,1,chr5,+,ENSG00000038382.20:s:14487464-14488260_14488260-14489030,14488260,14489030,,,chr5:14488260-14489030,source,non-NMD rescued,0,""
Control_Control,TRIO,ENSG00000038382.20,ENSG00000038382.20:t:14492370-14492814,0.0435,0.0267,8,5,1,chr5,+,ENSG00000038382.20:t:14492370-14492814_14489097-14492567,14489097,14492567,14489818,14492369,chr5:14489097-14492567,target,non-NMD rescued,0,""
Control_Control,WDR37,ENSG00000047056.16,ENSG00000047056.16:s:1093452-1093496,0.0121,0.0204,3,3,1,chr10,+,ENSG00000047056.16:s:1093452-1093496_1093496-1095668,1093496,1095668,1093497,1095667,chr10:1093496-1095668,source,NMD rescued,0,""
Control_Control,WDR37,ENSG00000047056.16,ENSG00000047056.16:s:1093452-1093496,0.0121,0.0204,3,3,1,chr10,+,ENSG00000047056.16:s:1093452-1093496_1093497-1095667,1093497,1095667,1093497,1095667,chr10:1093497-1095667,source,non-NMD rescued,0,""
Control_Control,WDR37,ENSG00000047056.16,ENSG00000047056.16:t:1096170-1096267,0.0121,0.0204,3,3,1,chr10,+,ENSG00000047056.16:t:1096170-1096267_1095829-1096170,1095829,1096170,1095830,1096169,chr10:1095829-1096170,target,NMD rescued,0,""
Control_Control,WDR37,ENSG00000047056.16,ENSG00000047056.16:t:1096170-1096267,0.0121,0.0204,3,3,1,chr10,+,ENSG00000047056.16:t:1096170-1096267_1095830-1096169,1095830,1096169,1095830,1096169,chr10:1095830-1096169,target,non-NMD rescued,0,""
Control_Control,YTHDC2,ENSG00000047188.16,ENSG00000047188.16:s:113591996-113592601,0.0172,0.0241,2,3,1,chr5,+,ENSG00000047188.16:s:113591996-113592601_113592178-113593482,113592178,113593482,,,chr5:113592178-113593482,source,non-NMD rescued,0,""
Control_Control,YTHDC2,ENSG00000047188.16,ENSG00000047188.16:t:113593482-113595285,0.0095,0.0115,2,3,1,chr5,+,ENSG00000047188.16:t:113593482-113595285_113592178-113593482,113592178,113593482,,,chr5:113592178-113593482,target,non-NMD rescued,0,""
Control_Control,HEXB,ENSG00000049860.14,ENSG00000049860.14:s:74696996-74697106,0.0253,0.0286,2,3,1,chr5,+,ENSG00000049860.14:s:74696996-74697106_74697106-74700753,74697106,74700753,,,chr5:74697106-74700753,source,non-NMD rescued,0,""
Control_Control,KATNIP,ENSG00000047578.13,ENSG00000047578.13:s:27708705-27708920,0.0217,0.029,2,3,1,chr16,+,ENSG00000047578.13:s:27708705-27708920_27708920-27720536,27708920,27720536,,,chr16:27708920-27720536,source,non-NMD rescued,0,""
Control_Control,RSF1,ENSG00000048649.14,ENSG00000048649.14:s:77820528-77820869,0.0017,0.0021,6,3,1,chr11,-,ENSG00000048649.14:s:77820528-77820869_77813787-77820528,77813787,77820528,77813788,77820527,chr11:77813787-77820528,source,non-NMD rescued,0,""
Control_Control,RSF1,ENSG00000048649.14,ENSG00000048649.14:s:77820528-77820869,0.0017,0.0021,6,3,1,chr11,-,ENSG00000048649.14:s:77820528-77820869_77813783-77820528,77813783,77820528,77813788,77820527,chr11:77813783-77820528,source,non-NMD rescued,0,""
Control_Control,CBLN4,ENSG00000054803.4,ENSG00000054803.4:t:56000731-56000847,0.0045,0.0054,3,3,1,chr20,-,ENSG00000054803.4:t:56000731-56000847_56000847-56001290,56000847,56001290,56000848,56001289,chr20:56000847-56001290,target,non-NMD rescued,0,""
Control_Control,CYFIP2,ENSG00000055163.20,ENSG00000055163.20:s:157360282-157360372,0.001,3e-04,4,4,1,chr5,+,ENSG00000055163.20:s:157360282-157360372_157360372-157361269,157360372,157361269,,,chr5:157360372-157361269,source,NMD rescued,0,""
Control_Control,CYFIP2,ENSG00000055163.20,ENSG00000055163.20:t:157330742-157330850,0.001,3e-04,4,3,1,chr5,+,ENSG00000055163.20:t:157330742-157330850_157330227-157330742,157330227,157330742,157330242,157330741,chr5:157330227-157330742,target,non-NMD rescued,0,""
Control_Control,CYFIP2,ENSG00000055163.20,ENSG00000055163.20:t:157361405-157361598,0.0013,3e-04,3,4,1,chr5,+,ENSG00000055163.20:t:157361405-157361598_157361336-157361468,157361336,157361468,,,chr5:157361336-157361468,target,NMD rescued,1,""
Control_Control,TTC17,ENSG00000052841.15,ENSG00000052841.15:t:43407138-43407215,0.0061,0.0058,2,3,1,chr11,+,ENSG00000052841.15:t:43407138-43407215_43405717-43407138,43405717,43407138,,,chr11:43405717-43407138,target,NMD rescued,0,""
Control_Control,KMT2C,ENSG00000055609.21,ENSG00000055609.21:t:152199279-152199459,0.0455,0.0651,2,3,1,chr7,-,ENSG00000055609.21:t:152199279-152199459_152199459-152220523,152199459,152220523,,,chr7:152199459-152220523,target,NMD rescued,0,""
Control_Control,FAM114A2,ENSG00000055147.19,ENSG00000055147.19:s:154038293-154038747,0.0084,0.0216,7,4,1,chr5,-,ENSG00000055147.19:s:154038293-154038747_154037455-154038388,154037455,154038388,,,chr5:154037455-154038388,source,NMD rescued,0,""
Control_Control,FAM114A2,ENSG00000055147.19,ENSG00000055147.19:s:154038293-154038747,0.0084,0.0216,7,4,1,chr5,-,ENSG00000055147.19:s:154038293-154038747_154037455-154038293,154037455,154038293,,,chr5:154037455-154038293,source,non-NMD rescued,0,""
Control_Control,FAM114A2,ENSG00000055147.19,ENSG00000055147.19:t:154034744-154034967,0.0026,0.0072,12,6,1,chr5,-,ENSG00000055147.19:t:154034744-154034967_154034967-154037438,154034967,154037438,,,chr5:154034967-154037438,target,NMD rescued,0,""
Control_Control,USP36,ENSG00000055483.19,ENSG00000055483.19:t:78835982-78836372,0.0033,0.004,4,4,1,chr17,-,ENSG00000055483.19:t:78835982-78836372_78836372-78836897,78836372,78836897,78836373,78836896,chr17:78836372-78836897,target,non-NMD rescued,0,""
Control_Control,RC3H2,ENSG00000056586.16,ENSG00000056586.16:t:122883204-122883379,0.0048,0.004,2,3,1,chr9,-,ENSG00000056586.16:t:122883204-122883379_122883379-122888616,122883379,122888616,,,chr9:122883379-122888616,target,non-NMD rescued,0,""
Control_Control,PSD,ENSG00000059915.17,ENSG00000059915.17:s:102418701-102418785,0.0144,0.0408,4,4,1,chr10,-,ENSG00000059915.17:s:102418701-102418785_102418046-102418701,102418046,102418701,102418047,102418700,chr10:102418046-102418701,source,NMD rescued,0,""
Control_Control,PSD,ENSG00000059915.17,ENSG00000059915.17:t:102416654-102417121,0.0144,0.0408,4,3,1,chr10,-,ENSG00000059915.17:t:102416654-102417121_102417121-102417940,102417121,102417940,102417122,102417907,chr10:102417121-102417940,target,NMD rescued,0,""
Control_Control,PSD,ENSG00000059915.17,ENSG00000059915.17:t:102416654-102417121,0.0144,0.0408,4,3,1,chr10,-,ENSG00000059915.17:t:102416654-102417121_102417121-102417908,102417121,102417908,102417122,102417907,chr10:102417121-102417908,target,non-NMD rescued,0,""
Control_Control,PTPRU,ENSG00000060656.20,ENSG00000060656.20:t:29255275-29255406,0.0075,0.0107,3,3,1,chr1,+,ENSG00000060656.20:t:29255275-29255406_29236789-29255275,29236789,29255275,,,chr1:29236789-29255275,target,non-NMD rescued,0,""
Control_Control,POLD1,ENSG00000062822.15,ENSG00000062822.15:s:50415724-50415826,0.0207,0.0155,3,3,1,chr19,+,ENSG00000062822.15:s:50415724-50415826_50415826-50416610,50415826,50416610,50415827,50416312,chr19:50415826-50416610,source,NMD rescued,0,""
Control_Control,LIMCH1,ENSG00000064042.18,ENSG00000064042.18:s:41359607-41359997,0.0201,0.0382,3,3,1,chr4,+,ENSG00000064042.18:s:41359607-41359997_41359803-41473005,41359803,41473005,,,chr4:41359803-41473005,source,non-NMD rescued,0,""
Control_Control,SEZ6,ENSG00000063015.20,ENSG00000063015.20:s:28960240-28960671,0.0329,0.0346,3,2,1,chr17,-,ENSG00000063015.20:s:28960240-28960671_28959840-28960505,28959840,28960505,,,chr17:28959840-28960505,source,NMD rescued,0,""
Control_Control,UHRF1BP1,ENSG00000065060.17,ENSG00000065060.17:s:34867466-34867616,0.0125,0.0151,2,3,1,chr6,+,ENSG00000065060.17:s:34867466-34867616_34867616-34871584,34867616,34871584,,,chr6:34867616-34871584,source,NMD rescued,0,""
Control_Control,PFKP,ENSG00000067057.18,ENSG00000067057.18:s:3099275-3099352,0.0027,0.003,4,4,1,chr10,+,ENSG00000067057.18:s:3099275-3099352_3099352-3099557,3099352,3099557,,,chr10:3099352-3099557,source,non-NMD rescued,0,""
Control_Control,PFKP,ENSG00000067057.18,ENSG00000067057.18:s:3099275-3099352,0.0027,0.003,4,4,1,chr10,+,ENSG00000067057.18:s:3099275-3099352_3099352-3099624,3099352,3099624,,,chr10:3099352-3099624,source,NMD rescued,0,""
Control_Control,PFKP,ENSG00000067057.18,ENSG00000067057.18:t:3101365-3101554,0.0036,0.0037,3,4,1,chr10,+,ENSG00000067057.18:t:3101365-3101554_3099819-3101365,3099819,3101365,,,chr10:3099819-3101365,target,non-NMD rescued,0,""
Control_Control,EVI5,ENSG00000067208.15,ENSG00000067208.15:s:92624176-92624334,0.025,0.0371,2,3,1,chr1,-,ENSG00000067208.15:s:92624176-92624334_92605402-92624176,92605402,92624176,,,chr1:92605402-92624176,source,NMD rescued,0,""
Control_Control,EVI5,ENSG00000067208.15,ENSG00000067208.15:t:92508696-92513970,0.0139,0.022,3,4,1,chr1,-,ENSG00000067208.15:t:92508696-92513970_92513970-92518696,92513970,92518696,,,chr1:92513970-92518696,target,NMD rescued,0,""
Control_Control,EVI5,ENSG00000067208.15,ENSG00000067208.15:t:92605307-92605402,0.0238,0.0314,2,3,1,chr1,-,ENSG00000067208.15:t:92605307-92605402_92605402-92624176,92605402,92624176,,,chr1:92605402-92624176,target,NMD rescued,0,""
Control_Control,PLEKHH3,ENSG00000068137.15,ENSG00000068137.15:t:42669430-42669698,0.0039,0.0041,3,3,1,chr17,-,ENSG00000068137.15:t:42669430-42669698_42669621-42670573,42669621,42670573,,,chr17:42669621-42670573,target,NMD rescued,0,""
Control_Control,INPP5A,ENSG00000068383.19,ENSG00000068383.19:s:132749771-132749845,0.0026,0.0028,4,5,1,chr10,+,ENSG00000068383.19:s:132749771-132749845_132749845-132777671,132749845,132777671,,,chr10:132749845-132777671,source,NMD rescued,0,""
Control_Control,INPP5A,ENSG00000068383.19,ENSG00000068383.19:t:132777671-132777877,0.0057,0.0054,2,3,1,chr10,+,ENSG00000068383.19:t:132777671-132777877_132749845-132777671,132749845,132777671,,,chr10:132749845-132777671,target,NMD rescued,0,""
Control_Control,TTC7A,ENSG00000068724.17,ENSG00000068724.17:s:46995136-46995199,0.0095,0.0112,2,3,1,chr2,+,ENSG00000068724.17:s:46995136-46995199_46995199-46998669,46995199,46998669,,,chr2:46995199-46998669,source,non-NMD rescued,0,""
Control_Control,TTC7A,ENSG00000068724.17,ENSG00000068724.17:t:47005922-47006059,0.0057,0.0072,3,4,1,chr2,+,ENSG00000068724.17:t:47005922-47006059_46998879-47005922,46998879,47005922,,,chr2:46998879-47005922,target,NMD rescued,0,""
Control_Control,ATP11A,ENSG00000068650.19,ENSG00000068650.19:s:112875776-112876094,0.0062,0.0108,5,4,1,chr13,+,ENSG00000068650.19:s:112875776-112876094_112875941-112881876,112875941,112881876,,,chr13:112875941-112881876,source,non-NMD rescued,0,""
Control_Control,TMEM260,ENSG00000070269.14,ENSG00000070269.14:t:56618594-56618763,0.0256,0.0426,3,4,1,chr14,+,ENSG00000070269.14:t:56618594-56618763_56617882-56618594,56617882,56618594,,,chr14:56617882-56618594,target,NMD rescued,0,""
Control_Control,SLC44A1,ENSG00000070214.16,ENSG00000070214.16:s:105299220-105299309,0.0215,0.0383,3,4,1,chr9,+,ENSG00000070214.16:s:105299220-105299309_105299309-105335563,105299309,105335563,,,chr9:105299309-105335563,source,non-NMD rescued,0,""
Control_Control,SMG6,ENSG00000070366.14,ENSG00000070366.14:s:2298906-2300664,0.0104,0.0128,2,3,1,chr17,-,ENSG00000070366.14:s:2298906-2300664_2292977-2298906,2292977,2298906,,,chr17:2292977-2298906,source,NMD rescued,0,""
Control_Control,SMG6,ENSG00000070366.14,ENSG00000070366.14:t:2292871-2292977,0.0038,0.004,3,4,1,chr17,-,ENSG00000070366.14:t:2292871-2292977_2292977-2298906,2292977,2298906,,,chr17:2292977-2298906,target,NMD rescued,0,""
Control_Control,NDST1,ENSG00000070614.15,ENSG00000070614.15:s:150521249-150521767,0.0084,0.0096,2,3,1,chr5,+,ENSG00000070614.15:s:150521249-150521767_150521767-150527495,150521767,150527495,,,chr5:150521767-150527495,source,non-NMD rescued,0,""
Control_Control,VASH1,ENSG00000071246.11,ENSG00000071246.11:t:76775892-76776273,0.0381,0.0401,3,3,1,chr14,+,ENSG00000071246.11:t:76775892-76776273_76774716-76775891,76774716,76775891,76774716,76775891,chr14:76774716-76775891,target,NMD rescued,0,""
Control_Control,ADGRL1,ENSG00000072071.16,ENSG00000072071.16:s:14177531-14177744,0.0054,0.0069,3,4,1,chr19,-,ENSG00000072071.16:s:14177531-14177744_14176669-14177531,14176669,14177531,,,chr19:14176669-14177531,source,non-NMD rescued,0,""
Control_Control,CRMP1,ENSG00000072832.15,ENSG00000072832.15:s:5843093-5843161,0.0054,4e-04,6,3,1,chr4,-,ENSG00000072832.15:s:5843093-5843161_5842976-5843092,5842976,5843092,5842976,5843092,chr4:5842976-5843092,source,non-NMD rescued,0,""
Control_Control,CRMP1,ENSG00000072832.15,ENSG00000072832.15:t:5841308-5841525,2e-04,0,7,3,1,chr4,-,ENSG00000072832.15:t:5841308-5841525_5841428-5842694,5841428,5842694,5841526,5842693,chr4:5841428-5842694,target,non-NMD rescued,0,""
Control_Control,CRMP1,ENSG00000072832.15,ENSG00000072832.15:t:5841308-5841525,0.0054,4e-04,7,3,1,chr4,-,ENSG00000072832.15:t:5841308-5841525_5841526-5842693,5841526,5842693,5841526,5842693,chr4:5841526-5842693,target,non-NMD rescued,0,""
Control_Control,CDHR2,ENSG00000074276.10,ENSG00000074276.10:s:176591990-176592187,0.0029,0.0051,6,4,1,chr5,+,ENSG00000074276.10:s:176591990-176592187_176592187-176592333,176592187,176592333,176592188,176592187,chr5:176592187-176592333,source,NMD rescued,0,""
Control_Control,CDHR2,ENSG00000074276.10,ENSG00000074276.10:t:176592268-176592332,0.0044,0.0065,4,4,1,chr5,+,ENSG00000074276.10:t:176592268-176592332_176592187-176592268,176592187,176592268,176592268,176592267,chr5:176592187-176592268,target,NMD rescued,0,""
Control_Control,CDHR2,ENSG00000074276.10,ENSG00000074276.10:t:176592333-176592418,0.0023,0.0034,6,5,1,chr5,+,ENSG00000074276.10:t:176592333-176592418_176592187-176592333,176592187,176592333,176592333,176592332,chr5:176592187-176592333,target,NMD rescued,0,""
Control_Control,CDHR2,ENSG00000074276.10,ENSG00000074276.10:t:176592479-176592780,0.0012,0.0018,9,8,1,chr5,+,ENSG00000074276.10:t:176592479-176592780_176592478-176592544,176592478,176592544,176592479,176592478,chr5:176592478-176592544,target,NMD rescued,0,""
Control_Control,KCNQ2,ENSG00000075043.20,ENSG00000075043.20:s:63444659-63444834,0.0015,6e-04,3,4,1,chr20,-,ENSG00000075043.20:s:63444659-63444834_63439708-63444659,63439708,63444659,,,chr20:63439708-63444659,source,non-NMD rescued,0,""
Control_Control,KCNQ2,ENSG00000075043.20,ENSG00000075043.20:t:63439598-63439790,5e-04,0,5,4,1,chr20,-,ENSG00000075043.20:t:63439598-63439790_63439708-63444659,63439708,63444659,63439791,63442405,chr20:63439708-63444659,target,non-NMD rescued,0,""
Control_Control,EIF4G3,ENSG00000075151.23,ENSG00000075151.23:s:21176722-21176888,0.0365,0.0523,3,4,1,chr1,-,ENSG00000075151.23:s:21176722-21176888_21050994-21176722,21050994,21176722,,,chr1:21050994-21176722,source,non-NMD rescued,0,""
Control_Control,BCAP29,ENSG00000075790.12,ENSG00000075790.12:s:107613654-107613732,0.0202,0.0345,3,4,1,chr7,+,ENSG00000075790.12:s:107613654-107613732_107613732-107616261,107613732,107616261,,,chr7:107613732-107616261,source,non-NMD rescued,0,""
Control_Control,RBMS2,ENSG00000076067.13,ENSG00000076067.13:t:56589140-56596193,0.0182,0.041,5,3,1,chr12,+,ENSG00000076067.13:t:56589140-56596193_56589014-56589140,56589014,56589140,,,chr12:56589014-56589140,target,non-NMD rescued,0,""
Control_Control,ACTL6B,ENSG00000077080.10,ENSG00000077080.10:s:100655019-100655119,0.0011,5e-04,4,3,1,chr7,-,ENSG00000077080.10:s:100655019-100655119_100650663-100655019,100650663,100655019,100650664,100655018,chr7:100650663-100655019,source,NMD rescued,0,""
Control_Control,ACTL6B,ENSG00000077080.10,ENSG00000077080.10:s:100655019-100655119,0.0011,5e-04,4,3,1,chr7,-,ENSG00000077080.10:s:100655019-100655119_100650643-100655019,100650643,100655019,100650664,100655018,chr7:100650643-100655019,source,non-NMD rescued,0,""
Control_Control,ACTL6B,ENSG00000077080.10,ENSG00000077080.10:t:100649961-100650135,0.001,3e-04,4,4,1,chr7,-,ENSG00000077080.10:t:100649961-100650135_100650135-100650575,100650135,100650575,100650136,100650574,chr7:100650135-100650575,target,non-NMD rescued,0,""
Control_Control,MAP2,ENSG00000078018.21,ENSG00000078018.21:s:209696917-209697051,0.0025,0.0018,3,3,1,chr2,+,ENSG00000078018.21:s:209696917-209697051_209697051-209697226,209697051,209697226,,,chr2:209697051-209697226,source,NMD rescued,0,""
Control_Control,RAP1GAP,ENSG00000076864.20,ENSG00000076864.20:s:21599494-21599575,0.0077,0.0113,3,3,1,chr1,-,ENSG00000076864.20:s:21599494-21599575_21598820-21599494,21598820,21599494,,,chr1:21598820-21599494,source,non-NMD rescued,0,""
Control_Control,DGKD,ENSG00000077044.11,ENSG00000077044.11:s:233462643-233462735,0.0132,0.013,3,2,1,chr2,+,ENSG00000077044.11:s:233462643-233462735_233462735-233463848,233462735,233463848,233462736,233463813,chr2:233462735-233463848,source,NMD rescued,0,""
Control_Control,ADCYAP1R1,ENSG00000078549.15,ENSG00000078549.15:s:31085310-31085442,0.0081,0.0094,2,2,1,chr7,+,ENSG00000078549.15:s:31085310-31085442_31085442-31086273,31085442,31086273,,,chr7:31085442-31086273,source,NMD rescued,0,""
Control_Control,ARAF,ENSG00000078061.14,ENSG00000078061.14:t:47564797-47564899,0.0107,0.0101,3,3,1,chrX,+,ENSG00000078061.14:t:47564797-47564899_47564157-47564797,47564157,47564797,47564158,47564796,chrX:47564157-47564797,target,non-NMD rescued,0,""
Control_Control,CBFA2T2,ENSG00000078699.22,ENSG00000078699.22:s:33490075-33490301,0.0075,0.0138,5,6,1,chr20,+,ENSG00000078699.22:s:33490075-33490301_33490301-33524600,33490301,33524600,,,chr20:33490301-33524600,source,non-NMD rescued,0,""
Control_Control,SLC35C2,ENSG00000080189.15,ENSG00000080189.15:s:46363900-46364361,0.0078,0.0164,5,3,1,chr20,-,ENSG00000080189.15:s:46363900-46364361_46358958-46364015,46358958,46364015,46363223,46363899,chr20:46358958-46364015,source,non-NMD rescued,0,""
Control_Control,EPHA6,ENSG00000080224.17,ENSG00000080224.17:s:96866825-96866889,0.0394,0.07,3,4,1,chr3,+,ENSG00000080224.17:s:96866825-96866889_96866889-96948656,96866889,96948656,,,chr3:96866889-96948656,source,NMD rescued,0,""
Control_Control,RFX3,ENSG00000080298.16,ENSG00000080298.16:t:3277340-3277461,0.0128,0.0214,3,4,1,chr9,-,ENSG00000080298.16:t:3277340-3277461_3277461-3293077,3277461,3293077,,,chr9:3277461-3293077,target,NMD rescued,0,""
Control_Control,DELE1,ENSG00000081791.9,ENSG00000081791.9:s:141934494-141934996,0.011,0.0114,6,5,1,chr5,+,ENSG00000081791.9:s:141934494-141934996_141934586-141936854,141934586,141936854,141934997,141936775,chr5:141934586-141936854,source,non-NMD rescued,0,""
Control_Control,DELE1,ENSG00000081791.9,ENSG00000081791.9:t:141937074-141937357,0.0029,0.0032,4,4,1,chr5,+,ENSG00000081791.9:t:141937074-141937357_141936878-141937198,141936878,141937198,141937015,141937073,chr5:141936878-141937198,target,non-NMD rescued,0,""
Control_Control,COBLL1,ENSG00000082438.18,ENSG00000082438.18:s:164692221-164692397,0.0208,0.0346,3,4,1,chr2,-,ENSG00000082438.18:s:164692221-164692397_164678883-164692221,164678883,164692221,,,chr2:164678883-164692221,source,NMD rescued,0,""
Control_Control,COBLL1,ENSG00000082438.18,ENSG00000082438.18:s:164704444-164704518,0.0111,0.0213,4,5,1,chr2,-,ENSG00000082438.18:s:164704444-164704518_164699499-164704444,164699499,164704444,,,chr2:164699499-164704444,source,NMD rescued,0,""
Control_Control,COBLL1,ENSG00000082438.18,ENSG00000082438.18:t:164699405-164699499,0.017,0.0225,2,3,1,chr2,-,ENSG00000082438.18:t:164699405-164699499_164699499-164704444,164699499,164704444,,,chr2:164699499-164704444,target,NMD rescued,0,""
Control_Control,TRAF5,ENSG00000082512.15,ENSG00000082512.15:s:211365376-211365509,0.003,0.0034,4,3,1,chr1,+,ENSG00000082512.15:s:211365376-211365509_211365468-211366391,211365468,211366391,211365510,211366390,chr1:211365468-211366391,source,NMD rescued,0,""
