paste_into_igv_junction,auc,avg_fpr,avg_tpr,fpr_value,tpr_value
chr1:16937737-16938909,0.564814814814815,0.197530864197531,0.208333333333333,0.296296296296296,0.4
chr1:16948524-16953302,0.512037037037037,0.223985890652557,0.247619047619048,0.37037037037037,0.35
chr1:17623175-17627330,0.587037037037037,0.218855218855219,0.279545454545455,0.296296296296296,0.35
chr1:18228010-18281081,0.825,0,0.35,0,0.55
chr1:19904987-19907570,0.449074074074074,0.156378600823045,0.0388888888888889,0.222222222222222,0.1
chr1:21445219-21454856,0.582407407407407,0.185185185185185,0.35,0.185185185185185,0.35
chr1:22025639-22030283,0.477777777777778,0.757407407407407,0.7,0.62962962962963,0.65
chr1:22025643-22030283,0.448148148148148,0.18287037037037,0.178125,0.333333333333333,0.25
chr1:22491533-22506049,0.457407407407407,0.164983164983165,0.0772727272727273,0.259259259259259,0.2
chr1:26536969-26547189,0.426851851851852,0.242798353909465,0.155555555555556,0.407407407407407,0.35
chr1:27263235-27272538,0.586111111111111,0.231481481481482,0.360416666666667,0.407407407407407,0.55
chr1:29058645-29058811,0.5,0.5,0.5,0.518518518518519,0.55
chr1:29058645-29064982,0.547222222222222,0.634259259259259,0.6640625,0.481481481481482,0.6
chr1:29058852-29060422,0.518518518518519,0.501234567901235,0.521111111111111,0.481481481481482,0.5
chr1:29260267-29260610,0.584259259259259,0.50332383665717,0.592307692307692,0.592592592592593,0.65
chr1:32073872-32074951,0.497222222222222,0.193121693121693,0.189285714285714,0.407407407407407,0.4
chr1:32886119-32893524,0.435185185185185,0.162962962962963,0.055,0.259259259259259,0.15
chr1:33082354-33092050,0.393518518518519,0.188552188552189,0.0863636363636364,0.37037037037037,0.15
chr1:33276594-33281587,0.524074074074074,0.187037037037037,0.2725,0.259259259259259,0.4
chr1:33488651-33489518,0.521296296296296,0.242592592592593,0.2725,0.259259259259259,0.35
chr1:33488651-33491025,0.653703703703704,0.364364364364364,0.535135135135135,0.37037037037037,0.55
chr1:35097566-35099752,0.533333333333333,0.333333333333333,0.4,0.333333333333333,0.4
chr1:35284706-35295927,0.496296296296296,0.160493827160494,0.183333333333333,0.296296296296296,0.25
chr1:35835993-35839169,0.55,0.247987117552335,0.271739130434783,0.407407407407407,0.3
chr1:36309590-36319675,0.592592592592593,0.421860885275519,0.518292682926829,0.333333333333333,0.5
chr1:38860239-38913540,0.542592592592593,0.814814814814815,0.9,0.814814814814815,0.9
chr1:39159020-39231182,0.478703703703704,0.579922027290448,0.553947368421053,0.62962962962963,0.65
chr1:39427614-39427961,0.742592592592593,0.394524959742351,0.642391304347826,0.333333333333333,0.8
chr1:39428287-39429242,0.738888888888889,0.396135265700483,0.640217391304348,0.296296296296296,0.7
chr1:40161636-40190772,0.537037037037037,0.337962962962963,0.4078125,0.37037037037037,0.5
chr1:40374708-40406736,0.578703703703704,0.320987654320988,0.416666666666667,0.444444444444444,0.6
chr1:42456499-42457247,0.427777777777778,0.513098464317977,0.436585365853659,0.481481481481482,0.5
chr1:42580981-42581360,0.512962962962963,0.104377104377104,0.172727272727273,0.259259259259259,0.25
chr1:42817815-42825623,0.541666666666667,0.391534391534392,0.428571428571429,0.444444444444444,0.6
chr1:42824752-42825623,0.556481481481482,0.201058201058201,0.271428571428571,0.222222222222222,0.3
chr1:43450171-43450839,0.525925925925926,0.547699214365881,0.575757575757576,0.518518518518519,0.6
chr1:43592601-43598720,0.701851851851852,0.412238325281804,0.618478260869565,0.296296296296296,0.6
chr1:43669299-43670422,0.438888888888889,0.251028806584362,0.169444444444444,0.333333333333333,0.25
chr1:43975107-43976090,0.549074074074074,0.426377597109305,0.474390243902439,0.481481481481482,0.6
chr1:43979511-43980130,0.541666666666667,0.148148148148148,0.129166666666667,0.222222222222222,0.35
chr1:43980614-43981109,0.521296296296296,0.259259259259259,0.252380952380952,0.333333333333333,0.4
chr1:43992004-43992523,0.605555555555556,0.586894586894587,0.736538461538462,0.518518518518519,0.65
chr1:46405794-46406244,0.584259259259259,0.279100529100529,0.375,0.407407407407407,0.4
chr1:54599415-54600963,0.714814814814815,0.27479091995221,0.519354838709678,0.296296296296296,0.55
chr1:56645481-56692358,0.421296296296296,0.171717171717172,0.0681818181818182,0.259259259259259,0.15
chr1:62084648-62114053,0.542592592592593,0.304526748971194,0.357407407407407,0.296296296296296,0.4
chr1:65622981-65636191,0.751851851851852,0.374887082204155,0.629268292682927,0.407407407407407,0.85
chr1:66533889-66534246,0.450925925925926,0.415123456790124,0.383333333333333,0.333333333333333,0.5
chr1:66926242-66928929,0.581481481481482,0.652949245541838,0.724074074074074,0.592592592592593,0.65
chr1:69716214-69760191,0.631481481481481,0.659259259259259,0.81,0.518518518518519,0.8
chr1:77916133-77917566,0.553703703703704,0.592592592592593,0.7,0.592592592592593,0.7
chr1:81690828-81761811,0.666666666666667,0.0925925925925926,0.258333333333333,0.148148148148148,0.45
chr1:81942045-81942969,0.478703703703704,0.515934539190353,0.493023255813954,0.62962962962963,0.65
chr1:81952142-81952987,0.627777777777778,0.444444444444444,0.575,0.37037037037037,0.55
chr1:81953025-81955877,0.483333333333333,0.510766580534023,0.493023255813954,0.518518518518519,0.5
chr1:81979960-81980795,0.57962962962963,0.45679012345679,0.536904761904762,0.481481481481482,0.55
chr1:81985355-81987289,0.532407407407407,0.640382317801673,0.685483870967742,0.592592592592593,0.65
chr1:93180852-93183360,0.582407407407407,0.185185185185185,0.35,0.185185185185185,0.35
chr1:94931985-94962979,0.587037037037037,0.361391694725028,0.46969696969697,0.407407407407407,0.55
chr1:95244651-95246542,0.615740740740741,0.329100529100529,0.455714285714286,0.481481481481482,0.6
chr1:99297979-99299035,0.407407407407407,0.182098765432099,0.0791666666666667,0.333333333333333,0.15
chr1:100383640-100390732,0.52037037037037,0.524691358024691,0.546666666666667,0.518518518518519,0.6
chr1:108885578-108896317,0.825,0,0.35,0,0.55
chr1:108896431-108896864,0.825,0,0.35,0,0.65
chr1:109173837-109188177,0.608333333333333,0.392212725546059,0.515384615384615,0.296296296296296,0.5
chr1:109185133-109185575,0.655555555555556,0.125514403292181,0.305555555555556,0.222222222222222,0.45
chr1:109197654-109198573,0.730555555555556,0.0994152046783626,0.365789473684211,0.185185185185185,0.6
chr1:109494287-109494520,0.527777777777778,0.400238948626045,0.419354838709677,0.481481481481482,0.5
chr1:109494287-109495756,0.516666666666667,0.201388888888889,0.153125,0.296296296296296,0.35
chr1:109670234-109671287,0.586111111111111,0.461607949412827,0.55609756097561,0.444444444444444,0.55
chr1:110347887-110351191,0.548148148148148,0.614097968936679,0.682258064516129,0.518518518518519,0.65
chr1:111740098-111744375,0.468518518518519,0.115740740740741,0.09375,0.222222222222222,0.15
chr1:113614658-113618532,0.512037037037037,0.419103313840156,0.430263157894737,0.37037037037037,0.5
chr1:120824053-120825594,0.55,0.478260869565217,0.529347826086957,0.851851851851852,0.9
chr1:146387324-146387546,0.542592592592593,0.111111111111111,0.209090909090909,0.259259259259259,0.3
chr1:146943562-146948031,0.650925925925926,0.709551656920078,0.892105263157895,0.481481481481482,0.75
chr1:150460317-150470561,0.537962962962963,0.38038038038038,0.436486486486487,0.37037037037037,0.5
chr1:151612441-151658235,0.475925925925926,0.426900584795322,0.398684210526316,0.444444444444444,0.3
chr1:154569607-154570258,0.62962962962963,0.680555555555556,0.80625,0.592592592592593,0.75
chr1:155060832-155061415,0.62037037037037,0.443621399176955,0.566666666666667,0.481481481481482,0.55
chr1:155136376-155136828,0.533333333333333,0.477366255144033,0.513333333333333,0.481481481481482,0.55
chr1:155136951-155137561,0.528703703703704,0.526115859449193,0.56025641025641,0.481481481481482,0.6
chr1:155197964-155198403,0.642592592592593,0.111111111111111,0.29375,0.222222222222222,0.4
chr1:155203271-155205035,0.567592592592593,0.814814814814815,0.95,0.814814814814815,0.95
chr1:155288707-155289391,0.47962962962963,0.740740740740741,0.7,0.740740740740741,0.7
chr1:156083184-156093709,0.47037037037037,0.259259259259259,0.2,0.259259259259259,0.2
chr1:161099062-161099598,0.561111111111111,0.586980920314254,0.678787878787879,0.444444444444444,0.65
chr1:161169720-161170409,0.424074074074074,0.185185185185185,0.125,0.37037037037037,0.2
chr1:167338258-167365467,0.421296296296296,0.55761316872428,0.472222222222222,0.518518518518519,0.55
chr1:167773368-167776064,0.774074074074074,0.388477366255144,0.666666666666667,0.296296296296296,0.7
chr1:167776166-167787820,0.687962962962963,0.423045267489712,0.616666666666667,0.407407407407407,0.7
chr1:168015951-168022988,0.661111111111111,0.429951690821256,0.594565217391304,0.259259259259259,0.55
chr1:169806088-169821679,0.616666666666667,0.42911877394636,0.544827586206897,0.407407407407407,0.55
chr1:174305127-174320503,0.535185185185185,0.116809116809117,0.192307692307692,0.259259259259259,0.3
chr1:180003287-180011929,0.585185185185185,0.665185185185185,0.802,0.481481481481482,0.65
chr1:181726162-181731175,0.801851851851852,0.365432098765432,0.672222222222222,0.259259259259259,0.8
chr1:181731231-181732384,0.759259259259259,0.387278582930757,0.652173913043478,0.407407407407407,0.75
chr1:183805324-183806375,0.637037037037037,0.440418679549114,0.580434782608696,0.37037037037037,0.65
chr1:197903119-197905796,0.511111111111111,0.777777777777778,0.8,0.777777777777778,0.8
chr1:198264235-198319412,0.487037037037037,0.403403403403403,0.405405405405405,0.444444444444444,0.45
chr1:201803714-201804489,0.52037037037037,0.476430976430977,0.495454545454545,0.444444444444444,0.6
chr1:201804497-201807953,0.566666666666667,0.470017636684303,0.527380952380952,0.444444444444444,0.65
chr1:201889616-201890316,0.518518518518519,0.448853615520282,0.469047619047619,0.481481481481482,0.5
chr1:201889616-201891401,0.705555555555556,0.398353909465021,0.612222222222222,0.37037037037037,0.65
chr1:201983516-201988904,0.586111111111111,0.687037037037037,0.82,0.555555555555556,0.7
chr1:204988806-205009557,0.637037037037037,0.440418679549114,0.580434782608696,0.296296296296296,0.5
chr1:205052792-205053100,0.549074074074074,0.0864197530864198,0.133333333333333,0.148148148148148,0.2
chr1:205053255-205057208,0.550925925925926,0.466666666666667,0.52,0.518518518518519,0.55
chr1:209842447-209851204,0.569444444444445,0.703703703703704,0.811363636363636,0.592592592592593,0.65
chr1:209952756-209965893,0.675,0.378703703703704,0.565,0.333333333333333,0.55
chr1:223993047-223995895,0.494444444444445,0.188552188552189,0.204545454545455,0.296296296296296,0.3
chr1:224513936-224515741,0.659259259259259,0.481481481481482,0.8,0.481481481481482,0.8
chr1:227655763-227677179,0.47962962962963,0.740740740740741,0.7,0.740740740740741,0.7
chr1:228298717-228303675,0.551851851851852,0.0987654320987654,0.191666666666667,0.222222222222222,0.3
chr1:228307531-228309099,0.616666666666667,0.0666666666666667,0.185,0.111111111111111,0.35
chr1:228307531-228315847,0.519444444444445,0.253703703703704,0.2625,0.444444444444444,0.45
chr1:236143036-236145702,0.564814814814815,0.599128540305011,0.666176470588235,0.444444444444444,0.6
chr1:236795737-236803431,0.560185185185185,0.473063973063973,0.536363636363636,0.518518518518519,0.6
chr1:18061-24738,0.556481481481482,0.51219512195122,0.571951219512195,0.481481481481482,0.55
chr1:24891-29321,0.448148148148148,0.132275132275132,0.0214285714285714,0.185185185185185,0.1
chr1:348430-356685,0.586111111111111,0.550108932461874,0.663235294117647,0.518518518518519,0.65
chr1:729804-733307,0.62037037037037,0.447665056360709,0.570652173913044,0.555555555555556,0.75
chr1:732207-733307,0.5,0.266666666666667,0.29,0.333333333333333,0.4
chr1:1307156-1307769,0.609259259259259,0.241481481481482,0.348,0.333333333333333,0.5
chr1:1709640-1716346,0.548148148148148,0.239197530864198,0.302083333333333,0.333333333333333,0.45
chr1:1709640-1719358,0.451851851851852,0.12962962962963,0.1,0.259259259259259,0.15
chr1:1670151-1675463,0.618518518518519,0.369420702754036,0.501282051282051,0.37037037037037,0.5
chr1:2193910-2198007,0.646296296296296,0.538624338624339,0.722857142857143,0.481481481481482,0.7
chr1:3498499-3499588,0.510185185185185,0.62962962962963,0.65,0.62962962962963,0.65
chr1:3829373-3831046,0.417592592592593,0.178451178451178,0.0590909090909091,0.296296296296296,0.15
chr1:6533441-6549571,0.486111111111111,0.419419419419419,0.408108108108108,0.296296296296296,0.5
chr1:16490926-16491010,0.530555555555556,0.454780361757106,0.486046511627907,0.37037037037037,0.5
chr1:16607691-16608508,0.572222222222222,0.456228956228956,0.530681818181818,0.333333333333333,0.5
chr1:16620038-16625775,0.524074074074074,0.607182940516274,0.665151515151515,0.481481481481482,0.7
chr1:16989770-16990127,0.67037037037037,0.425925925925926,0.6,0.444444444444444,0.75
chr1:19139220-19141347,0.6,0.456521739130435,0.558695652173913,0.481481481481482,0.65
chr1:20807500-20813158,0.502777777777778,0.529715762273902,0.534883720930233,0.518518518518519,0.65
chr1:21598502-21598723,0.960185185185185,0.0257648953301127,0.565217391304348,0,0.7
chr1:21598820-21599494,0.958333333333333,0.056241426611797,0.624074074074074,0,0.7
chr1:21668593-21669254,0.501851851851852,0.499194847020934,0.501086956521739,0.592592592592593,0.55
chr1:23438834-23441102,0.619444444444445,0.265644955300128,0.391379310344828,0.333333333333333,0.6
chr1:23772426-23778199,0.505555555555556,0.888888888888889,0.9,0.888888888888889,0.9
chr1:23796265-23796697,0.574074074074074,0.703703703703704,0.7975,0.592592592592593,0.7
chr1:25243633-25245150,0.625925925925926,0.44524959742351,0.573913043478261,0.518518518518519,0.7
chr1:25318271-25337040,0.685185185185185,0.675084175084175,0.863636363636364,0.481481481481482,0.85
chr1:27355469-27356026,0.5,0.266666666666667,0.21,0.37037037037037,0.35
chr1:27357876-27358419,0.516666666666667,0.260942760942761,0.245454545454545,0.37037037037037,0.25
chr1:27553304-27558305,0.569444444444445,0.445347786811201,0.518292682926829,0.37037037037037,0.55
chr1:28048426-28056632,0.582407407407407,0.211111111111111,0.29,0.333333333333333,0.45
chr1:28240629-28246576,0.576851851851852,0.296296296296296,0.45,0.296296296296296,0.45
chr1:28579587-28579683,0.666666666666667,0.420875420875421,0.589393939393939,0.296296296296296,0.55
chr1:30980178-30981312,0.740740740740741,0.395330112721417,0.641304347826087,0.333333333333333,0.8
chr1:31727605-31728025,0.592592592592593,0.459742351046699,0.554347826086957,0.444444444444444,0.5
chr1:31728081-31728182,0.507407407407407,0.496779388083736,0.504347826086957,0.444444444444444,0.5
chr1:32217124-32217259,0.6,0.671717171717172,0.756818181818182,0.555555555555556,0.65
chr1:32232184-32234952,0.616666666666667,0.624798711755234,0.806521739130435,0.555555555555556,0.75
chr1:33014594-33021593,0.568518518518519,0.190740740740741,0.2675,0.333333333333333,0.45
chr1:34907437-34929069,0.731481481481481,0.127946127946128,0.402272727272727,0.222222222222222,0.6
chr1:36322725-36323459,0.485185185185185,0.182336182336182,0.134615384615385,0.259259259259259,0.25
chr1:37943669-37945756,0.613888888888889,0.454545454545455,0.571590909090909,0.37037037037037,0.55
chr1:37946334-37946774,0.594444444444444,0.232323232323232,0.306818181818182,0.333333333333333,0.4
chr1:39522505-39523562,0.611111111111111,0.448559670781893,0.563333333333333,0.444444444444444,0.55
chr1:39523896-39529055,0.508333333333333,0.399782135076253,0.410294117647059,0.518518518518519,0.55
chr1:39682733-39684442,0.609259259259259,0.407407407407407,0.525,0.296296296296296,0.45
chr1:41041565-41046407,0.540740740740741,0.194444444444444,0.2625,0.37037037037037,0.4
chr1:41143112-41159725,0.581481481481482,0.464573268921095,0.547826086956522,0.37037037037037,0.5
chr1:42675806-42681298,0.62037037037037,0.259259259259259,0.5,0.259259259259259,0.5
chr1:43452319-43453413,0.634259259259259,0.454381210478771,0.597560975609756,0.481481481481482,0.7
chr1:44242080-44247939,0.675925925925926,0.385874246339363,0.57906976744186,0.259259259259259,0.45
chr1:44319744-44354892,0.656481481481482,0.325325325325325,0.510810810810811,0.37037037037037,0.65
chr1:45009683-45010201,0.558333333333333,0.567901234567901,0.634722222222222,0.592592592592593,0.65
chr1:45332834-45334391,0.537037037037037,0.323775388291517,0.362903225806452,0.407407407407407,0.4
chr1:45332310-45332763,0.433333333333333,0.233115468409586,0.167647058823529,0.407407407407407,0.25
chr1:47224098-47229196,0.657407407407407,0.185185185185185,0.5,0.185185185185185,0.5
chr1:48534293-48534860,0.45,0.191919191919192,0.118181818181818,0.333333333333333,0.25
chr1:48759284-48776606,0.536111111111111,0.705246913580247,0.75,0.592592592592593,0.65
chr1:48761470-48775965,0.562037037037037,0.608305274971942,0.678787878787879,0.518518518518519,0.55
chr1:53271346-53274483,0.546296296296296,0.17037037037037,0.17,0.259259259259259,0.35
chr1:53274820-53275631,0.618518518518519,0.554497354497355,0.701428571428571,0.481481481481482,0.75
chr1:54174822-54184161,0.565740740740741,0.117845117845118,0.190909090909091,0.222222222222222,0.3
chr1:55151975-55153870,0.62037037037037,0.453057708871662,0.576744186046512,0.518518518518519,0.8
chr1:62477825-62487398,0.663888888888889,0.399655469422911,0.573255813953488,0.37037037037037,0.6
chr1:62487412-62488934,0.662037037037037,0.433744855967078,0.6,0.407407407407407,0.65
chr1:62543745-62552732,0.65,0.434782608695652,0.58804347826087,0.407407407407407,0.65
chr1:62687656-62688227,0.69537037037037,0.608695652173913,0.882608695652174,0.481481481481482,0.75
chr1:66921401-66924662,0.583333333333333,0.333333333333333,0.5,0.333333333333333,0.5
chr1:68098753-68137780,0.501851851851852,0.499194847020934,0.501086956521739,0.481481481481482,0.45
chr1:70292549-70293504,0.451851851851852,0.532828282828283,0.482954545454546,0.407407407407407,0.45
chr1:77713281-77717867,0.526851851851852,0.439814814814815,0.47,0.296296296296296,0.45
chr1:90918154-90935408,0.602777777777778,0.460082304526749,0.565555555555556,0.481481481481482,0.6
chr1:90935530-90937485,0.556481481481482,0.470538720538721,0.527272727272727,0.444444444444444,0.55
chr1:92736627-92773906,0.655555555555556,0.432367149758454,0.591304347826087,0.407407407407407,0.55
chr1:108939782-108943475,0.566666666666667,0.1,0.14,0.148148148148148,0.25
chr1:108940142-108943475,0.492592592592593,0.145061728395062,0.129166666666667,0.259259259259259,0.25
chr1:108936401-108937077,0.375925925925926,0.211640211640212,0.0892857142857143,0.37037037037037,0.15
chr1:112575233-112576986,0.587962962962963,0.265644955300128,0.391379310344828,0.37037037037037,0.55
chr1:112705201-112707078,0.42037037037037,0.271604938271605,0.108333333333333,0.333333333333333,0.2
chr1:119076607-119124599,0.455555555555556,0.17283950617284,0.0833333333333333,0.222222222222222,0.2
chr1:145784596-145788612,0.718518518518519,0.407407407407407,0.627777777777778,0.333333333333333,0.65
chr1:145784596-145823772,0.752777777777778,0.230078563411897,0.539393939393939,0.222222222222222,0.75
chr1:145788802-145788908,0.644444444444444,0.425514403292181,0.575555555555556,0.407407407407407,0.65
chr1:145962318-145962421,0.537962962962963,0.695987654320988,0.74375,0.518518518518519,0.6
chr1:149082430-149090205,0.583333333333333,0.519607843137255,0.608823529411765,0.444444444444444,0.55
chr1:149092785-149098438,0.486111111111111,0.72463768115942,0.710869565217391,0.592592592592593,0.55
chr1:150050540-150066958,0.553703703703704,0.160493827160494,0.183333333333333,0.259259259259259,0.35
chr1:151135309-151136011,0.587037037037037,0.0592592592592593,0.195,0.148148148148148,0.3
chr1:151136163-151136857,0.537962962962963,0.419389978213508,0.452941176470588,0.481481481481482,0.55
chr1:151138105-151138630,0.488888888888889,0.247474747474748,0.240909090909091,0.407407407407407,0.35
chr1:151138406-151139425,0.716666666666667,0.112962962962963,0.385,0.148148148148148,0.5
chr1:153626533-153631011,0.424074074074074,0.185185185185185,0.125,0.37037037037037,0.15
chr1:155192283-155192786,0.59537037037037,0.259259259259259,0.45,0.259259259259259,0.45
chr1:155200113-155200897,0.661111111111111,0.482603815937149,0.65,0.518518518518519,0.7
chr1:155206406-155207798,0.493518518518519,0.962962962962963,0.95,0.962962962962963,0.95
chr1:155217373-155217519,0.587037037037037,0.462157809983897,0.551086956521739,0.407407407407407,0.45
chr1:155248473-155251095,0.505555555555556,0.209150326797386,0.167647058823529,0.333333333333333,0.4
chr1:155248473-155253625,0.603703703703704,0.206119162640902,0.321739130434783,0.333333333333333,0.45
chr1:155251164-155253625,0.55462962962963,0.131054131054131,0.207692307692308,0.259259259259259,0.35
chr1:155253732-155254400,0.471296296296296,0.22962962962963,0.163333333333333,0.333333333333333,0.25
chr1:155260450-155262086,0.625925925925926,0.402116402116402,0.54047619047619,0.296296296296296,0.45
chr1:155831620-155853276,0.394444444444444,0.271604938271605,0.108333333333333,0.444444444444444,0.25
chr1:155966479-155969156,0.522222222222222,0.490338164251208,0.51304347826087,0.407407407407407,0.5
chr1:156263570-156264314,0.562037037037037,0.122507122507122,0.184615384615385,0.222222222222222,0.35
chr1:156407197-156407842,0.614814814814815,0.450080515297907,0.567391304347826,0.518518518518519,0.6
chr1:163308631-163321622,0.550925925925926,0.37037037037037,0.453703703703704,0.37037037037037,0.5
chr1:196317269-196326717,0.625925925925926,0.212121212121212,0.361363636363636,0.259259259259259,0.45
chr1:196342249-196373140,0.624074074074074,0.371320037986705,0.51025641025641,0.333333333333333,0.55
chr1:200649226-200659027,0.361111111111111,0.281045751633987,0.0970588235294118,0.407407407407407,0.1
chr1:204428220-204431669,0.480555555555556,0.657726692209451,0.651724137931034,0.666666666666667,0.75
chr1:224411562-224418260,0.589814814814815,0.474747474747475,0.567045454545455,0.444444444444444,0.6
chr1:227048010-227068654,0.705555555555556,0.410628019323672,0.620652173913044,0.37037037037037,0.6
chr1:227051985-227069777,0.577777777777778,0.466183574879227,0.545652173913044,0.444444444444444,0.7
chr1:228397165-228402066,0.397222222222222,0.244444444444444,0.09,0.37037037037037,0.15
chr1:234393837-234400853,0.62962962962963,0.525341130604289,0.66578947368421,0.481481481481482,0.6
chr1:234400948-234401181,0.538888888888889,0.483091787439614,0.522826086956522,0.481481481481482,0.6
chr1:235196115-235219793,0.672222222222222,0.42512077294686,0.601086956521739,0.407407407407407,0.6
chr1:236547909-236550140,0.483333333333333,0.333333333333333,0.3,0.333333333333333,0.3
chr1:241517316-241519060,0.65462962962963,0.337448559670782,0.515277777777778,0.333333333333333,0.5
chr1:243512426-243523309,0.791666666666667,0.0345679012345679,0.353333333333333,0.0740740740740741,0.65
chr1:243613034-243613671,0.631481481481481,0.418350168350168,0.560227272727273,0.333333333333333,0.55
chr10:13684864-13693482,0.54537037037037,0.209259259259259,0.255,0.407407407407407,0.4
chr10:14945565-14949036,0.575,0.322222222222222,0.406666666666667,0.407407407407407,0.45
chr10:22573457-22607927,0.509259259259259,0.506172839506173,0.516666666666667,0.407407407407407,0.55
chr10:26751783-26755655,0.666666666666667,0.427536231884058,0.597826086956522,0.259259259259259,0.6
chr10:26755741-26759062,0.633333333333333,0.442028985507246,0.578260869565217,0.407407407407407,0.55
chr10:27060540-27063988,0.528703703703704,0.584229390681004,0.637096774193548,0.481481481481482,0.65
chr10:32889002-32908368,0.519444444444445,0.111111111111111,0.15,0.222222222222222,0.25
chr10:33197709-33207572,0.544444444444445,0.133333333333333,0.243333333333333,0.333333333333333,0.35
chr10:34346449-34347965,0.533333333333333,0.409465020576132,0.440277777777778,0.444444444444444,0.55
chr10:35321670-35335928,0.707407407407407,0.185185185185185,0.6,0.185185185185185,0.6
chr10:37971807-37971915,0.521296296296296,0.512345679012346,0.535714285714286,0.518518518518519,0.55
chr10:37972021-37976506,0.490740740740741,0.526094276094276,0.514772727272727,0.62962962962963,0.55
chr10:48011852-48012276,0.522222222222222,0.736111111111111,0.73125,0.62962962962963,0.6
chr10:48555550-48604763,0.664814814814815,0.0529100529100529,0.303571428571429,0.185185185185185,0.45
chr10:48575658-48582953,0.537037037037037,0.254428341384863,0.297826086956522,0.259259259259259,0.4
chr10:49738262-49739661,0.562962962962963,0.472624798711755,0.536956521739131,0.444444444444444,0.7
chr10:49747208-49749726,0.577777777777778,0.466183574879227,0.545652173913044,0.518518518518519,0.65
chr10:49749816-49750839,0.633333333333333,0.442028985507246,0.578260869565217,0.444444444444444,0.6
chr10:50340464-50343492,0.568518518518519,0.0962962962962963,0.145,0.148148148148148,0.2
chr10:50460814-50519831,0.618518518518519,0.393857271906052,0.526829268292683,0.333333333333333,0.6
chr10:60134358-60138964,0.668518518518519,0.426731078904992,0.598913043478261,0.222222222222222,0.6
chr10:60279639-60300319,0.501851851851852,0.296296296296296,0.3,0.296296296296296,0.3
chr10:67823392-67835392,0.612962962962963,0.27479091995221,0.429032258064516,0.333333333333333,0.55
chr10:67835525-67837934,0.477777777777778,0.323731138545953,0.281481481481482,0.37037037037037,0.45
chr10:68073686-68074484,0.556481481481482,0.18082788671024,0.235294117647059,0.333333333333333,0.4
chr10:68376972-68379424,0.62962962962963,0.443639291465378,0.576086956521739,0.407407407407407,0.55
chr10:68404844-68405821,0.492592592592593,0.302910052910053,0.316071428571429,0.444444444444444,0.45
chr10:71822007-71823888,0.566666666666667,0.471014492753623,0.539130434782609,0.37037037037037,0.45
chr10:71823896-71825837,0.522222222222222,0.490338164251208,0.51304347826087,0.555555555555556,0.65
chr10:73713332-73719160,0.597222222222222,0.489711934156379,0.594444444444445,0.481481481481482,0.75
chr10:73873083-73873201,0.585185185185185,0.481481481481482,0.572093023255814,0.555555555555556,0.65
chr10:76952159-76953801,0.503703703703704,0.150617283950617,0.196666666666667,0.333333333333333,0.25
chr10:77001580-77008185,0.738888888888889,0.148148148148148,0.425,0.296296296296296,0.65
chr10:77008193-77011967,0.640740740740741,0.438808373590982,0.582608695652174,0.407407407407407,0.65
chr10:77019099-77027823,0.653703703703704,0.43317230273752,0.590217391304348,0.222222222222222,0.5
chr10:78007866-78009864,0.535185185185185,0.153439153439153,0.167857142857143,0.259259259259259,0.35
chr10:88948953-88990939,0.580555555555556,0.515343915343915,0.612857142857143,0.518518518518519,0.75
chr10:88948953-88991022,0.485185185185185,0.30976430976431,0.234090909090909,0.37037037037037,0.2
